source_index,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,ocm_status,ocm_method,ocm_distance_m,ocm_address_score,ocm_id,ocm_address,ocm_attributes,osm_all_status,osm_all_method,osm_all_distance_m,osm_all_address_score,osm_all_id,osm_all_address,osm_all_attributes,osm_fast_dc_status,osm_fast_dc_method,osm_fast_dc_distance_m,osm_fast_dc_address_score,osm_fast_dc_id,osm_fast_dc_address,osm_fast_dc_attributes,chargelarge_all_status,chargelarge_all_method,chargelarge_all_distance_m,chargelarge_all_address_score,chargelarge_all_id,chargelarge_all_address,chargelarge_all_attributes,chargelarge_fast_dc_status,chargelarge_fast_dc_method,chargelarge_fast_dc_distance_m,chargelarge_fast_dc_address_score,chargelarge_fast_dc_id,chargelarge_fast_dc_address,chargelarge_fast_dc_attributes,combined_broad_status,combined_dc_indicated_status
746,,"875 Richmond Road, Marsden Park NSW 2765",Ampol,2,DC,125 kW,-33.716109,150.8453094,Blacktown City Council,2765.0,ARENA - Driving the Nation,unmatched,unmatched,,,,,{},accepted,coordinate_500m,47.959121828767856,0.0,11440214108,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""AmpCharge"", ""osm_last_updated"": ""2026-03-11"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,47.959121828767856,0.0,11440214108,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""AmpCharge"", ""osm_last_updated"": ""2026-03-11"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
747,,"87-91 Roberts Road Cnr Moondo Street, Greenacre NSW 2190",Ampol,2,DC,125 kW,-33.9047231,151.0645884,Strathfield Municipal Council,2190.0,ARENA - Driving the Nation,unmatched,unmatched,,,,,{},accepted,coordinate_500m,2.971334725930099,0.0,11079299253,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""AmpCharge"", ""osm_last_updated"": ""2023-07-31"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},accepted,coordinate_500m,311.20001899336705,0.8294117647058824,15d06bf5-6b4a-425d-9312-bae4b17cc22b-1862,"67 Roberts Rd, Greenacre, NSW 2190","{""charger_capacities"": 120.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""CCS2"", ""status_counts"": ""{\""Available\"": 2}""}",accepted,coordinate_500m,311.20001899336705,0.8294117647058824,15d06bf5-6b4a-425d-9312-bae4b17cc22b-1862,"67 Roberts Rd, Greenacre, NSW 2190","{""charger_capacities"": 120.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""CCS2"", ""status_counts"": ""{\""Available\"": 2}""}",accepted,accepted
749,,"88 Christie Street, Street Leonards NSW 2065",Evie Networks,4,DC,50 kW,-33.82378797,151.1951941,North Sydney Council,2065.0,ARENA - Driving the Nation,accepted,coordinate_and_fuzzy_address,14.642456534017793,1.0,272632,"88 Christie St, St Leonards, NSW, 2065","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 2.0, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,7.19301768254771,0.0,12896497308,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2025-06-08"", ""plug_types"": """"}",accepted,coordinate_500m,411.5314893823347,0.0,13059026685,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2025-10-10"", ""plug_types"": ""CCS""}",accepted,coordinate_and_fuzzy_address,6.917100267340994,0.9824561403508772,15d06bf5-6b4a-425d-9312-bae4b17cc22b-364,"88 Christie St, St Leonards, NSW 2065","{""charger_capacities"": 22.0, ""number_of_plugs"": 14, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 11, \""Charging\"": 3}""}",accepted,coordinate_500m,272.29094227724806,0.4714285714285714,15d06bf5-6b4a-425d-9312-bae4b17cc22b-1993,"1 Plunkett St, New South Wales, St Leonards, NSW 2065","{""charger_capacities"": 50.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""CCS2"", ""status_counts"": ""{\""Available\"": 2}""}",accepted,accepted
752,,"888 Pittwater Road, Sydney NSW 2099",Tesla,4,DC,250 kW,-33.75321026,151.2873604,Northern Beaches Council,2099.0,Existing Fast Chargers,accepted,coordinate_500m,332.02049494550215,0.32676190476190475,128195,"Civic Parade, Dee Why, NSW, 2099","{""charger_capacities"": ""7 kW"", ""number_of_plugs"": 2.0, ""operator"": ""ChargePoint"", ""plug_types"": ""Type 1 (J1772); Tesla (Model S/X); Type 2 (Socket Only)""}",accepted,coordinate_500m,38.71953925188734,0.0,13688536001,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": ""24/7"", ""operator"": ""Tesla"", ""osm_last_updated"": ""2026-03-29"", ""plug_types"": """"}",accepted,coordinate_500m,67.30148312833175,0.0,9491233549,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 1, ""opening_hours"": ""24/7"", ""operator"": ""Jolt"", ""osm_last_updated"": ""2022-12-20"", ""plug_types"": ""CHAdeMO""}",accepted,coordinate_500m,338.6288345988193,0.20106382978723403,15d06bf5-6b4a-425d-9312-bae4b17cc22b-1060,"40 Kingsway, Dee Why, NSW 2099","{""charger_capacities"": 7.0, ""number_of_plugs"": 3, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 3}""}",unmatched,unmatched,,,,,{},accepted,accepted
753,,"88-90 Houston Road, Sydney NSW 2032",Evie Networks,2,DC,50 kW,-33.92407212,151.2266947,Randwick City Council,2032.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,480.08361704972543,0.0,13206142331,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""bp pulse"", ""osm_last_updated"": ""2025-10-10"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,480.08361704972543,0.0,13206142331,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""bp pulse"", ""osm_last_updated"": ""2025-10-10"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,221.81926643748238,0.5928571428571429,15d06bf5-6b4a-425d-9312-bae4b17cc22b-872,"45-49 Harbourne Rd, Kingsford, NSW 2032","{""charger_capacities"": 22.0, ""number_of_plugs"": 1, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 1}""}",unmatched,unmatched,,,,,{},accepted,accepted
754,,"89 Barwan Street, Narrabri NSW 2390",NRMA Electric,4,DC,50 kW,-29.0572067,152.0186837,Narrabri Shire Council,2372.0,TfNSW Regional,accepted,coordinate_500m,165.88117518948525,0.6438956714761377,312274,"1 Crown St, Tenterfield, NSW, 2372","{""charger_capacities"": ""250 kW"", ""number_of_plugs"": 3.0, ""operator"": ""Tesla (including non-tesla)"", ""plug_types"": ""CCS (Type 2)""}",accepted,coordinate_500m,28.094465520418044,0.0,8209129030,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""NRMA"", ""osm_last_updated"": ""2025-06-01"", ""plug_types"": """"}",accepted,coordinate_500m,164.79108348370232,0.0,10258355351,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": ""24/7"", ""operator"": ""Tesla"", ""osm_last_updated"": ""2026-03-29"", ""plug_types"": ""CCS""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
755,,"89 Market Street, Balranald NSW 2715",NRMA Electric,2,DC,50 kW,-34.63954159,143.5647087,Balranald Shire Council,2715.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,20.86475302756144,1.0,190671,"89 Market Street, Balranald, New South Wales, 2715","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 1.0, ""operator"": ""NRMA"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,21.757551358580642,0.0,7742159359,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""NRMA"", ""osm_last_updated"": ""2023-03-18"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,21.757551358580642,0.0,7742159359,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""NRMA"", ""osm_last_updated"": ""2023-03-18"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
756,,"89 Williamson Road, Sydney NSW 2565",BP,4,DC,150 kW,-33.98851456,150.8593694,Campbelltown City Council,2565.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,29.86460949597319,0.0,10959087488,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""bp pulse"", ""osm_last_updated"": ""2025-09-01"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,unmatched
758,,"895 South Dowling Street, Sydney NSW 2017",Chargefox,3,DC,165 kW,-33.90701506,151.213019,"Sydney, Council of the City of",2017.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,15.670462809393042,0.9661538461538463,191062,"895 South Dowling Street, Zetland, NSW, 2017","{""charger_capacities"": ""165 kW"", ""number_of_plugs"": 1.0, ""operator"": ""Chargefox"", ""plug_types"": ""CCS (Type 2)""}",accepted,coordinate_500m,3.095307051425128,0.0,8911115310,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Chargefox"", ""osm_last_updated"": ""2021-12-23"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},accepted,coordinate_500m,76.4432590046929,0.27676450034940603,e01de15b-1ce6-4c05-8f89-81b463696ce1-5f17c601-7a11-448e-bd42-5da4d088dd95,"8 Defries Ave, Zetland, NSW 2017","{""charger_capacities"": 22.17, ""number_of_plugs"": 6, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 6}""}",unmatched,unmatched,,,,,{},accepted,accepted
763,,"9 Eastern Valley Way, Northbridge NSW 2063",Evie Networks,4,DC,50 kW,-33.809326,151.208848,North Sydney Council,2063.0,ARENA - Driving the Nation,accepted,coordinate_and_fuzzy_address,24.33700901846173,1.0,272694,"9 Eastern Valley Way, Northbridge, New South Wales, 2063","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 1.0, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,1.1770028095142444,0.0,9916436896,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2022-07-28"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
764,,"9 Flinders Street, Wollongong North NSW 2500",Ampol,2,DC,125 kW,-34.4151195,150.8931953,Wollongong City Council,2500.0,ARENA - Driving the Nation,unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched
765,,"9 Lagoon Street, Sydney NSW 2101",JOLT,2,DC,25 kW,-33.7136587,151.2982913,Northern Beaches Council,2101.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,6.19845326587577,0.0,10652018665,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 1, ""opening_hours"": """", ""operator"": ""Jolt"", ""osm_last_updated"": ""2023-02-12"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,unmatched
768,,"9 Vickery Avenue, Sydney NSW 2029",Evie Networks,4,DC,75 kW,-33.87136141,151.2644124,Woollahra Municipal Council,2029.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,342.53057215617355,0.0,9378951502,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": ""24/7"", ""operator"": ""Chargefox"", ""osm_last_updated"": ""2022-01-13"", ""plug_types"": ""Type2""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,unmatched
771,,"91 Spring Street, Sydney NSW 2022",Evie Networks,4,DC,75 kW,-33.89264569,151.2481672,Waverley Council,2022.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,37.96803336968762,0.9311475409836066,272634,"91 Spring St , NSW 2022, Bondi Junction, NSW, 2022","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 2.0, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,coordinate_500m,216.87019928405937,0.4001176470588236,15d06bf5-6b4a-425d-9312-bae4b17cc22b-1800,"88 Ebley St, Bondi Junction, NSW 2022","{""charger_capacities"": 22.0, ""number_of_plugs"": 3, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 3}""}",unmatched,unmatched,,,,,{},accepted,accepted
773,,"917-923 Old Northern Road, Dural NSW 2158",Ampol,2,DC,125 kW,-33.6828871,151.0284517,"Hornsby, The Council of the Shire of",2158.0,ARENA - Driving the Nation,unmatched,unmatched,,,,,{},accepted,coordinate_500m,14.647866862088629,0.0,13805076026,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""AmpCharge"", ""osm_last_updated"": ""2026-05-07"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,14.647866862088629,0.0,13805076026,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""AmpCharge"", ""osm_last_updated"": ""2026-05-07"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,fuzzy_address_only,830.9987151127638,0.8533333333333334,15d06bf5-6b4a-425d-9312-bae4b17cc22b-2618,"662A Old Northern Rd, Dural, NSW 2158","{""charger_capacities"": 22.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 2}""}",unmatched,unmatched,,,,,{},accepted,accepted
774,,"92 Houston Road, Kingsford NSW 2032",Evie Networks,2,DC,50 kW,-33.9242319,151.2266791,Randwick City Council,2032.0,Kerbside Charging R1,unmatched,unmatched,,,,,{},accepted,coordinate_500m,497.9055094934751,0.0,13206142331,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""bp pulse"", ""osm_last_updated"": ""2025-10-10"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,497.9055094934751,0.0,13206142331,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""bp pulse"", ""osm_last_updated"": ""2025-10-10"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,231.57331232159547,0.6357142857142858,15d06bf5-6b4a-425d-9312-bae4b17cc22b-872,"45-49 Harbourne Rd, Kingsford, NSW 2032","{""charger_capacities"": 22.0, ""number_of_plugs"": 1, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 1}""}",unmatched,unmatched,,,,,{},accepted,accepted
776,,"93 Byamee Street, Dapto NSW 2530",Evie Networks,4,DC,50 kW,-34.494604,150.795725,Wollongong City Council,2530.0,ARENA - Driving the Nation,accepted,coordinate_500m,47.199391703294495,0.5672222222222223,272496,"Moombara Street, Dapto, New South Wales, 2530","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 2.0, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,74.98840404650174,0.0,9786977964,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2022-05-31"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
777,,"93 Princes Highway, Ulladulla NSW 2539",ChargeHub,2,DC,25 kW,-35.3576507,150.4733804,Shoalhaven City Council,2539.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,6.8741407605538,0.0,12599800358,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": """", ""osm_last_updated"": ""2025-02-19"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,6.8741407605538,0.0,12599800358,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": """", ""osm_last_updated"": ""2025-02-19"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_and_fuzzy_address,0.08587394859630026,0.9811320754716981,179ada28-f0c6-4431-a1fc-bbb2e5ec26d6-AUCHB25390001,"93 Princes Highway, Ulladulla, NSW 2539","{""charger_capacities"": 25.0, ""number_of_plugs"": 4, ""operator"": """", ""plug_types"": ""CCS2|CHAdeMO"", ""status_counts"": ""{\""Available\"": 4}""}",accepted,coordinate_and_fuzzy_address,0.08587394859630026,0.9811320754716981,179ada28-f0c6-4431-a1fc-bbb2e5ec26d6-AUCHB25390001,"93 Princes Highway, Ulladulla, NSW 2539","{""charger_capacities"": 25.0, ""number_of_plugs"": 4, ""operator"": """", ""plug_types"": ""CCS2|CHAdeMO"", ""status_counts"": ""{\""Available\"": 4}""}",accepted,accepted
778,,"930 Old Northern Road, Glenorie NSW 2157",Evie Networks,4,DC,75 kW,-33.60191393,151.0082442,The Hills Shire Council,2157.0,ARENA - Driving the Nation,unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched
782,,"9-49 Chapel Road, Bankstown NSW 2200",Evie Networks,4,DC,50 kW,-33.931975,151.030127,Canterbury Bankstown Council,2200.0,ARENA - Driving the Nation,accepted,coordinate_500m,5.11672680745024,0.8311320754716981,191160,"9-49 Chapel Road, Bankstown, NSW","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 2.0, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,9.054177064968549,0.0,9363608762,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2026-05-30"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,9.054177064968549,0.0,9363608762,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2026-05-30"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
784,,"96 Mackay Avenue, Yoogali NSW 2680",Chargefox,2,DC,50 kW,-34.29922127,146.0782252,Griffith City Council,2680.0,Existing Fast Chargers,accepted,coordinate_500m,73.21476519031238,0.33644501278772376,306014,"Owen Drive, Yoogali, New South Wales, 2680","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 2.0, ""operator"": ""Chargefox"", ""plug_types"": ""CCS (Type 2)""}",accepted,coordinate_500m,7.263591052696893,0.0,11963693701,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Chargefox"", ""osm_last_updated"": ""2024-06-08"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,7.263591052696893,0.0,11963693701,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Chargefox"", ""osm_last_updated"": ""2024-06-08"", ""plug_types"": ""CCS""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
786,,"96-100 Centennial Circuit, Byron Bay NSW 2481",Chargefox,1,DC,80 kW,-28.6372513,153.5806587,Byron Shire Council,2481.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched
790,,"97R Brook Street, Sydney NSW 2034",Chargefox,2,DC,42 kW,-33.91910615,151.2547838,Randwick City Council,2034.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,coordinate_500m,393.6911157250608,0.5122727272727273,baaffa39-0adb-422e-a7bf-4b391d232b5d-75,"110 Beach St, Coogee NSW 2034, Australia, Coogee, NSW 2034","{""charger_capacities"": 22.0, ""number_of_plugs"": 1, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 1}""}",unmatched,unmatched,,,,,{},accepted,unmatched
