source_index,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,ocm_status,ocm_method,ocm_distance_m,ocm_address_score,ocm_id,ocm_address,ocm_attributes,osm_all_status,osm_all_method,osm_all_distance_m,osm_all_address_score,osm_all_id,osm_all_address,osm_all_attributes,osm_fast_dc_status,osm_fast_dc_method,osm_fast_dc_distance_m,osm_fast_dc_address_score,osm_fast_dc_id,osm_fast_dc_address,osm_fast_dc_attributes,chargelarge_all_status,chargelarge_all_method,chargelarge_all_distance_m,chargelarge_all_address_score,chargelarge_all_id,chargelarge_all_address,chargelarge_all_attributes,chargelarge_fast_dc_status,chargelarge_fast_dc_method,chargelarge_fast_dc_distance_m,chargelarge_fast_dc_address_score,chargelarge_fast_dc_id,chargelarge_fast_dc_address,chargelarge_fast_dc_attributes,combined_broad_status,combined_dc_indicated_status
228,,"18 Victoria Avenue, Castle Hill NSW 2154",Evie Networks,4,DC,50 kW,-33.727803,150.976049,The Hills Shire Council,2154.0,ARENA - Driving the Nation,accepted,coordinate_and_fuzzy_address,18.336153070263787,1.0,265390,"18 Victoria Avenue, Castle Hill, NSW, 2154","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 2.0, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,10.606304655419638,0.0,11365214134,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2023-11-20"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,10.606304655419638,0.0,11365214134,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2023-11-20"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,148.32988281567918,0.5333333333333333,15d06bf5-6b4a-425d-9312-bae4b17cc22b-2379,"11 Hudson Ave, Castle Hill, NSW 2154","{""charger_capacities"": 60.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""CCS2|Type2"", ""status_counts"": ""{\""Available\"": 2}""}",accepted,coordinate_500m,148.32988281567918,0.5333333333333333,15d06bf5-6b4a-425d-9312-bae4b17cc22b-2379,"11 Hudson Ave, Castle Hill, NSW 2154","{""charger_capacities"": 60.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""CCS2|Type2"", ""status_counts"": ""{\""Available\"": 2}""}",accepted,accepted
235,,"185 Princes Highway, Narooma NSW 2546",Tesla,8,DC,130 kW,-36.22313618,150.1283463,Eurobodalla Shire Council,2546.0,Existing Fast Chargers,accepted,coordinate_500m,0.03353813077301643,0.8303921568627451,109340,"185 Princes Highway, Narooma","{""charger_capacities"": ""120 kW"", ""number_of_plugs"": 4.0, ""operator"": ""Tesla (including non-tesla)"", ""plug_types"": ""CCS (Type 2)""}",accepted,coordinate_500m,11.119544400969158,0.0,5758577851,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": ""24/7"", ""operator"": ""Tesla"", ""osm_last_updated"": ""2026-03-29"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,11.119544400969158,0.0,5758577851,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": ""24/7"", ""operator"": ""Tesla"", ""osm_last_updated"": ""2026-03-29"", ""plug_types"": ""CCS""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
238,,"188 Raglan Street, Sydney NSW 2088",Evie Networks,4,DC,50 kW,-33.83108413,151.2436587,Mosman Municipal Council,2088.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,14.931991778724141,0.9680000000000001,272686,"188 Raglan St, Mosman, New South Wales, 2088","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 1.0, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,3.893662367980446,0.0,13149077271,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": """", ""osm_last_updated"": ""2025-09-17"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
245,,"19 Princes Highway, Figtree NSW 2525",Tesla,6,DC,175 kW,-34.4366153,150.8632982,Wollongong City Council,2525.0,Fast Charging R1,accepted,coordinate_500m,91.28621173539278,0.3998817966903073,131564,"The Avenue, Figtree, New South Wales, 2525","{""charger_capacities"": ""22 kW"", ""number_of_plugs"": 2.0, ""operator"": """", ""plug_types"": ""Type 2 (Socket Only)""}",accepted,coordinate_500m,5.023245389456757,0.0,6914659544,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Chargefox"", ""osm_last_updated"": ""2022-12-15"", ""plug_types"": """"}",accepted,coordinate_500m,134.28024474533382,0.0,10815562193,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": ""24/7"", ""operator"": ""Tesla"", ""osm_last_updated"": ""2026-03-29"", ""plug_types"": ""CCS""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
246,,"1-9 Railway Parade, Kogarah NSW 2217",Evie Networks,4,DC,150 kW,-33.96168115,151.1325903,Georges River Council,2217.0,ARENA - Driving the Nation,unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched
247,,"19 Richmond Road, Sydney NSW 2140",JOLT,2,DC,25 kW,-33.86603808,151.0644525,Strathfield,2140.0,Existing Fast Chargers,accepted,coordinate_500m,1.7327126345864372,0.8,190417,"19 Richmond Road, Strathfield, Sydney, New South Wales, 2135","{""charger_capacities"": ""25 kW"", ""number_of_plugs"": 1.0, ""operator"": ""(Unknown Operator)"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,5.586181476385808,0.0,9290610873,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 1, ""opening_hours"": """", ""operator"": ""Jolt"", ""osm_last_updated"": ""2024-04-24"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,5.586181476385808,0.0,9290610873,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 1, ""opening_hours"": """", ""operator"": ""Jolt"", ""osm_last_updated"": ""2024-04-24"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,329.5741719628387,0.48785412899336955,ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-141,"9 Hornsey Rd, Homebush West NSW 2140, Austral, Homebush West, NSW 2140","{""charger_capacities"": 22.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 2}""}",unmatched,unmatched,,,,,{},accepted,accepted
248,,"19 Windsor Road, Sydney NSW 2155",BP,2,DC,75 kW,-33.71274679,150.9591602,The Hills Shire Council,2155.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,2.1466510110786805,0.0,11365173050,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""bp pulse"", ""osm_last_updated"": ""2025-09-01"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,unmatched
253,,197-215 Condamine Street Balgowlah NSW 2093,Tesla,6,DC,175 kW,-33.7930342,151.2641426,Northern Beaches Council,2093.0,Fast Charging R3,unmatched,unmatched,,,,,{},accepted,coordinate_500m,49.624834883668235,0.0,12968478808,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 8, ""opening_hours"": """", ""operator"": ""Tesla"", ""osm_last_updated"": ""2025-07-02"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,49.624834883668235,0.0,12968478808,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 8, ""opening_hours"": """", ""operator"": ""Tesla"", ""osm_last_updated"": ""2025-07-02"", ""plug_types"": ""CCS""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
255,,"198 Great Western Highway, Hazelbrook NSW 2779",Ampol,2,DC,125 kW,-33.7211325,150.4521067,Blue Mountains City Council,2779.0,ARENA - Driving the Nation,unmatched,unmatched,,,,,{},accepted,coordinate_500m,23.289967416692576,0.0,11335199123,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""AmpCharge"", ""osm_last_updated"": ""2025-12-23"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,23.289967416692576,0.0,11335199123,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""AmpCharge"", ""osm_last_updated"": ""2025-12-23"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
256,,"1985 Camden Valley Way, Prestons NSW 2170",Evie Networks,4,DC,150 kW,-33.95224765,150.8557529,Liverpool City Council,2170.0,ARENA - Driving the Nation,accepted,coordinate_500m,17.941117183037232,0.3381868131868132,133760,"Corfield Road, Prestons, Sydney, Liverpool City Council, 2170","{""charger_capacities"": ""6.6 kW"", ""number_of_plugs"": 4.0, ""operator"": ""ChargePoint"", ""plug_types"": ""Type 1 (J1772)""}",accepted,coordinate_500m,3.4040564643133084,0.0,9408929771,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": """", ""osm_last_updated"": ""2022-01-11"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
263,,"2 Coast Hospital Road, Sydney NSW 2036",Evie Networks,2,DC,75 kW,-33.98102507,151.2497087,Randwick City Council,2036.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched
264,,"2 Corkwood Road, Valla NSW 2448",BP,2,DC,75 kW,-30.6267528,152.9724735,Nambucca Valley Council,2448.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,6.193017408252471,0.0,11495572569,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""bp pulse"", ""osm_last_updated"": ""2026-06-11"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,6.193017408252471,0.0,11495572569,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""bp pulse"", ""osm_last_updated"": ""2026-06-11"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
267,,"2 Hannabus Place, Windsor NSW 2756",Exploren,2,DC,60 kW,-33.62676281,150.8353483,Hawkesbury City Council,2756.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,coordinate_and_fuzzy_address,0.1016100966397112,0.925,15d06bf5-6b4a-425d-9312-bae4b17cc22b-1735,"2 Hannabus Pl, Mulgrave, NSW 2756","{""charger_capacities"": 60.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""CCS2"", ""status_counts"": ""{\""Available\"": 2}""}",accepted,coordinate_and_fuzzy_address,0.1016100966397112,0.925,15d06bf5-6b4a-425d-9312-bae4b17cc22b-1735,"2 Hannabus Pl, Mulgrave, NSW 2756","{""charger_capacities"": 60.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""CCS2"", ""status_counts"": ""{\""Available\"": 2}""}",accepted,accepted
269,,"2 Hercules Street, Murrumbateman NSW 2582",Evie Networks,2,DC,50 kW,-34.96936041,149.03,Yass Valley Council,2582.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,6.1458994151945,1.0,272500,"2 Hercules Street, Murrumbateman, New South Wales, 2582","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 1.0, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,14.154531269629295,0.0,9366472089,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2025-10-20"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,14.154531269629295,0.0,9366472089,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2025-10-20"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
276,,"2 Ocean Drive, Kew NSW 2439",Tesla,8,DC,250 kW,-31.63426031,152.7250501,Port Macquarie-Hastings Council,2439.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,13.144312672216373,1.0,460617,"2 Ocean Drive, Kew, NSW, 2439","{""charger_capacities"": ""250 kW"", ""number_of_plugs"": 8.0, ""operator"": ""Tesla (including non-tesla)"", ""plug_types"": ""CCS (Type 2)""}",accepted,coordinate_500m,9.526318249515622,0.0,12753915088,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 8, ""opening_hours"": ""24/7"", ""operator"": ""Tesla"", ""osm_last_updated"": ""2026-03-29"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,9.526318249515622,0.0,12753915088,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 8, ""opening_hours"": ""24/7"", ""operator"": ""Tesla"", ""osm_last_updated"": ""2026-03-29"", ""plug_types"": ""CCS""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
278,,"2 Premier Street, Sydney NSW 2217",JOLT,2,DC,25 kW,-33.96242247,151.1343213,Georges River Council,2217.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched
280,,"2 Riddell Street, Sydney NSW 2023",Chargefox,2,DC,40 kW,-33.88578883,151.2573263,Woollahra Municipal Council,2023.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,13.281297647719931,0.0,13329798300,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": """", ""osm_last_updated"": ""2025-11-25"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},accepted,coordinate_500m,305.46826611788583,0.36948051948051946,baaffa39-0adb-422e-a7bf-4b391d232b5d-158,"165 Victoria Rd, Bellevue Hill NSW 2023, Aust, Bellevue Hill, NSW 2023","{""charger_capacities"": 22.0, ""number_of_plugs"": 1, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 1}""}",unmatched,unmatched,,,,,{},accepted,unmatched
282,,"2 Rosenthal Avenue, Lane Cove NSW 2066",Evie Networks,4,DC,50 kW,-33.813936,151.169298,Lane Cove Municipal Council,2066.0,ARENA - Driving the Nation,accepted,coordinate_500m,3.713853887172802,0.7983870967741936,191165,"2 Rosenthal Ave, “The Canopy”, Lane Cove, NSW","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 2.0, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,48.509529437537424,0.0,9347175037,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2021-12-17"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},accepted,coordinate_and_fuzzy_address,10.166108858848858,0.876923076923077,15d06bf5-6b4a-425d-9312-bae4b17cc22b-329,"12 Rosenthal Ave, Lane Cove, NSW 2066","{""charger_capacities"": 22.0, ""number_of_plugs"": 6, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 4, \""Missing\"": 2}""}",unmatched,unmatched,,,,,{},accepted,accepted
285,,"2 Sentry Drive, Sydney NSW 2768",Chargefox,4,DC,40 kW,-33.71984389,150.918979,Blacktown City Council,2768.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched
287,,"2 Stewart Street, Lithgow NSW 2790",Evie Networks,4,DC,150 kW,-33.48184889,150.1361812,"Lithgow Council, City of",2790.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,72.20806248845109,0.0,12015928951,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2025-11-30"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,72.20806248845109,0.0,12015928951,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2025-11-30"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
294,,"20 Owen Street, Sydney NSW 2761",Chargefox,2,DC,47 kW,-33.75074779,150.8580751,Blacktown City Council,2761.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched
297,,"20 Smidmore Street, Marrickville NSW 2204",Evie Networks,4,DC,50 kW,-33.907982,151.170899,Inner West Council,2204.0,ARENA - Driving the Nation,accepted,coordinate_500m,28.55296262066656,0.6736363636363637,193048,"Smidmore Street, Sydney, New South Wales, 2044","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 2.0, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,16.046282474856138,0.0,9737993455,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2022-05-13"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},accepted,coordinate_and_fuzzy_address,119.00110193728082,0.9830508474576272,15d06bf5-6b4a-425d-9312-bae4b17cc22b-1043,"20 Smidmore St, Marrickville, NSW 2204","{""charger_capacities"": 22.0, ""number_of_plugs"": 4, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 4}""}",unmatched,unmatched,,,,,{},accepted,accepted
299,,"200 Crown Street, Wollongong NSW 2500",Evie Networks,4,DC,50 kW,-34.423975,150.892316,Wollongong City Council,2500.0,ARENA - Driving the Nation,accepted,coordinate_500m,64.24621271229077,0.5588235294117647,131841,"71 Market Street, Wollongong, New South Wales, 2500","{""charger_capacities"": """", ""number_of_plugs"": 0.0, ""operator"": ""(Business Owner at Location)"", ""plug_types"": ""Unknown""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,coordinate_500m,207.48391876904924,0.5574224021592443,ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-23,"10 Victoria St, Wollongong NSW 2500, Australi, Wollongong, NSW 2500","{""charger_capacities"": 22.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 2}""}",unmatched,unmatched,,,,,{},accepted,accepted
302,,"201 Manning River Drive, Taree NSW 2430",Evie Networks,4,DC,150 kW,-31.94333438,152.4706146,Mid-Coast Council,2430.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,10.588365088729438,0.8587301587301588,172652,"Manning River Drive, Glenthorne, New South Wales, 2430","{""charger_capacities"": ""350 kW; 100 kW"", ""number_of_plugs"": 4.0, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,1.6385058496173774,0.0,7612252206,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2026-01-16"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,1.6385058496173774,0.0,7612252206,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2026-01-16"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
303,,"201 Sloane Street, Goulburn NSW 2580",Tesla,16,DC,130 kW,-34.75552357,149.720998,Goulburn Mulwaree Council,2580.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,79.4069609890854,1.0,189983,"201 Sloane St, Goulburn, NSW, 2580","{""charger_capacities"": ""7 kW"", ""number_of_plugs"": 1.0, ""operator"": ""(Unknown Operator)"", ""plug_types"": ""Type 2 (Tethered Connector)""}",accepted,coordinate_500m,4.867585329664243,0.0,4016257448,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 8, ""opening_hours"": ""24/7"", ""operator"": ""Tesla"", ""osm_last_updated"": ""2026-03-29"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
305,,20-22 Camden Road Campbelltown NSW 2560,Tesla,12,DC,175 kW,-34.0725934,150.8078816,Campbelltown City Council,2560.0,Fast Charging R1,accepted,coordinate_and_fuzzy_address,131.0057767900788,1.0,266501,"20-22 Camden Road, Campbelltown, New South Wales, 2560","{""charger_capacities"": ""250 kW"", ""number_of_plugs"": 12.0, ""operator"": ""Tesla (Tesla-only charging)"", ""plug_types"": ""CCS (Type 2)""}",accepted,coordinate_500m,133.18445977313647,0.0,10774220953,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 12, ""opening_hours"": """", ""operator"": ""Tesla"", ""osm_last_updated"": ""2025-10-03"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,133.18445977313647,0.0,10774220953,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 12, ""opening_hours"": """", ""operator"": ""Tesla"", ""osm_last_updated"": ""2025-10-03"", ""plug_types"": ""CCS""}",accepted,coordinate_and_fuzzy_address,206.81164772929608,0.8586206896551725,15d06bf5-6b4a-425d-9312-bae4b17cc22b-2578,"38 Camden Rd, Campbelltown, NSW 2560","{""charger_capacities"": 200.0, ""number_of_plugs"": 4, ""operator"": """", ""plug_types"": ""CCS2|CHAdeMO"", ""status_counts"": ""{\""Available\"": 4}""}",accepted,coordinate_and_fuzzy_address,206.81164772929608,0.8586206896551725,15d06bf5-6b4a-425d-9312-bae4b17cc22b-2578,"38 Camden Rd, Campbelltown, NSW 2560","{""charger_capacities"": 200.0, ""number_of_plugs"": 4, ""operator"": """", ""plug_types"": ""CCS2|CHAdeMO"", ""status_counts"": ""{\""Available\"": 4}""}",accepted,accepted
309,,"205 Old Hume Highway, Mittagong NSW 2575",Evie Networks,4,DC,150 kW,-34.44672777,150.436991,Wingecarribee Shire Council,2575.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,2.6373126631822554,0.0,11365114635,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2023-11-20"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,2.6373126631822554,0.0,11365114635,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2023-11-20"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,fuzzy_address_only,1754.9218280442685,0.8586206896551725,179ada28-f0c6-4431-a1fc-bbb2e5ec26d6-AUCHB25750001,"7-11 Old Hume Highway, Mittagong, NSW 2575","{""charger_capacities"": 22.0, ""number_of_plugs"": 4, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 2, \""Charging\"": 2}""}",unmatched,unmatched,,,,,{},accepted,accepted
311,,"2072 Camden Valley Way, Edmondson Park NSW 2174",Ampol,2,DC,125 kW,-33.9558559,150.8648944,Liverpool City Council,2174.0,ARENA - Driving the Nation,unmatched,unmatched,,,,,{},accepted,coordinate_500m,38.530426794150486,0.0,11419886723,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""AmpCharge"", ""osm_last_updated"": ""2025-07-29"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,38.530426794150486,0.0,11419886723,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""AmpCharge"", ""osm_last_updated"": ""2025-07-29"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,257.32148848775233,0.34546268656716417,15d06bf5-6b4a-425d-9312-bae4b17cc22b-1554,"1 Kibby Rd, Edmondson Park, NSW 2174","{""charger_capacities"": 22.0, ""number_of_plugs"": 8, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 7, \""Charging\"": 1}""}",unmatched,unmatched,,,,,{},accepted,accepted
312,,"2090 Broke Road, Pokolbin NSW 2320",NRMA Electric,4,DC,75 kW,-32.77342947,151.2982713,Cessnock City Council,2320.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,353.24477910997155,0.0,7375482623,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""NRMA"", ""osm_last_updated"": ""2022-12-15"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},accepted,coordinate_500m,496.14170199096486,0.47769230769230775,15d06bf5-6b4a-425d-9312-bae4b17cc22b-1251,"485 McDonalds Rd, Pokolbin, NSW 2320","{""charger_capacities"": 22.0, ""number_of_plugs"": 4, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 4}""}",unmatched,unmatched,,,,,{},accepted,unmatched
