OBJECTID,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,SA4_NAME26,SA4_CODE26,augmentation_match_status,augmentation_match_method,augmentation_match_confidence,augmentation_manual_review,augmentation_reference_row,augmentation_match_distance_m,augmentation_nearest_distance_m,augmentation_nearest_gap_m,external_source,external_data_provider,external_station_id,external_station_name,external_station_address,external_operator,external_plug_types,external_connector_types_normalized,external_number_of_plugs,external_numeric_conflict_flags,external_number_of_plugs_quality,external_number_of_plugs_semantics,external_charger_capacity,external_power_kw_values,external_power_kw_min,external_power_kw_max,external_status,external_operational_status,external_usage_cost,external_last_verified,external_comments,external_opening_hours,external_latitude,external_longitude,external_attributes_json,augmentation_review_reason
,,"2A Liverpool Street, Rose Bay NSW 2029",PLUS ES,1,AC,22 kW,-33.8750114,151.2730705,Waverley Council,2029,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Redhead Beach Carpark,"2B Beach Road, Redhead NSW 2290",Everty,2,AC,,-33.0141162,151.7168291,Lake Macquarie City Council,2290,Destination Charging R2,Newcastle and Lake Macquarie,111,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Club Lithgow,"2C Lithgow Street, Lithgow NSW 2790",EVSE,4,AC,,-33.4853431,150.1520203,"Lithgow Council, City of",2790,Destination Charging R2,Central West,103,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Entrance Leagues Club,"3 Bay Village Road, Bateau Bay NSW 2261",Exploren,4,AC,,-33.3773813,151.4733724,Central Coast Council,2261,Destination Charging R1,Central Coast,102,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"3 Botany Street, Bondi Junction NSW 2022",PLUS ES,1,AC,22 kW,-33.8933419,151.2539399,Waverley Council,2022,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"3 Carlton Street, Kensington NSW 2033",PLUS ES,1,AC,7 kW,-33.9056579,151.2256581,Randwick City Council,2033,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"3 Gladstone Street, Newtown NSW 2042",PLUS ES,1,AC,22 kW,-33.8975353,151.1750044,Inner West Council,2042,Kerbside Charging R1,Sydney - City and Inner South,117,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"3 Wardell Road, Lewisham NSW 2049",PLUS ES,1,AC,7 kW,-33.8973542,151.1490328,Inner West Council,2049,Kerbside Charging R1,Sydney - Inner West,120,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"3 Weston Street, Balmain East NSW 2041",EVX,2,AC,22 kW,-33.8573832,151.1953325,Inner West Council,2041,Kerbside Charging R1,Sydney - Inner West,120,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"3 William Street, Randwick NSW 2031",PLUS ES,1,AC,7 kW,-33.9072495,151.2348588,Randwick City Council,2031,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Muswellbrook Accommodation,"3/47 Scott Street, Muswellbrook NSW 2333",Smart Charge,1,AC,,-32.2579664,150.8853927,Muswellbrook Shire Council,2333,Destination Charging R2,Hunter Valley exc Newcastle,106,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Corowa RSL Club,"30 Betterment Parade, Corowa NSW 2646",Elanga,4,AC,,-35.9952414,146.3860076,Federation Council,2646,Destination Charging R1,Murray,109,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lake Macquarie Council,"30 Gommera Street, Blacksmiths NSW 2281",Everty,3,AC,,-33.08079,151.6520571,Lake Macquarie City Council,2281,Destination Charging R1,Newcastle and Lake Macquarie,111,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"30 Hill Street, Marrickville NSW 2204",EVE Australia,4,AC,22 kW,-33.917825,151.1456355,Inner West Council,2204,Kerbside Charging R1,Sydney - City and Inner South,117,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"30 Little Street, Lane Cove NSW 2066",PLUS ES,1,AC,7 kW,-33.8156081,151.1716817,Lane Cove Municipal Council,2066,Kerbside Charging R1,Sydney - North Sydney and Hornsby,121,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"30 Military Road, North Bondi NSW 2026",EVX,2,AC,22 kW,-33.8857701,151.2842064,Waverley Council,2026,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"30 The Esplanade, Narrabeen NSW 2101",EVX,2,AC,22 kW,-33.7195338,151.2888594,Northern Beaches Council,2101,Kerbside Charging R1,Sydney - Northern Beaches,122,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Orange Botanic Gardens,"300 Hill Street, Orange NSW 2800",Exploren,4,AC,,-33.2562881,149.0975511,Orange City Council,2800,Destination Charging R2,Central West,103,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ingenia Holiday Park - Ulladulla,"300 Kings Point Drive, Ulladulla NSW 2539",Exploren,4,AC,,-35.3729386,150.4636728,Shoalhaven City Council,2539,Destination Charging R2,Southern Highlands and Shoalhaven,114,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Antikvorem,"3020 Old Hume Highway, Berrima NSW 2577",Elanga,8,AC,,-34.4656894,150.3623985,Wingecarribee Shire Council,2577,Destination Charging R1,Southern Highlands and Shoalhaven,114,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"31 Boronia Street, Kensington NSW 2033",PLUS ES,1,AC,7 kW,-33.9062996,151.2231535,Randwick City Council,2033,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"31 Cobra Street, Dubbo NSW 2830",Exploren,2,AC,,-32.2538679,148.602311,Dubbo Regional Council,2830,Destination Charging R1,Far West and Orana,105,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Mudgee Homestead Guesthouse,"31 Coorumbene Road, Buckaroo NSW 2850",EVUp,2,AC,,-32.5575824,149.6503239,Mid-Western Regional Council,2850,Destination Charging R1,Central West,103,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"31 Diamond Bay Road, Vaucluse NSW 2030",PLUS ES,1,AC,7 kW,-33.8618419,151.2807593,Waverley Council,2030,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"31 Duxford Street, Paddington NSW 2021",PLUS ES,1,AC,22 kW,-33.8832219,151.2290743,Woollahra Municipal Council,2021,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"31 Mallett Street, Camperdown NSW 2050",PLUS ES,1,AC,7 kW,-33.887359,151.1765863,"Sydney, Council of the City of",2050,Kerbside Charging R1,Sydney - City and Inner South,117,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"31 Moate Street, Georgetown NSW 2298",Chargefox,2,DC,60 kW,-32.90876,151.7296847,Newcastle City Council,2298,Kerbside Charging R1,Newcastle and Lake Macquarie,111,unmatched,,0.0,False,1487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},
,Strikes,"31 Strikes Lane, Eurunderee NSW 2850",Noodoe,3,AC,,-32.5220206,149.6135511,Mid-Western Regional Council,2850,Destination Charging R2,Central West,103,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CH Boutique Apartments The Ringers Road,"31 The Ringers Road, Hillvue NSW 2340",Noodoe,2,AC,,-31.1277097,150.9203955,Tamworth Regional Council,2340,Destination Charging R2,New England and North West,110,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"32 Belmore Street, Enmore NSW 2042",PLUS ES,1,AC,7 kW,-33.8983449,151.1724925,Inner West Council,2042,Kerbside Charging R1,Sydney - City and Inner South,117,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"32 Liverpool Street, Rose Bay NSW 2029",PLUS ES,1,AC,7 kW,-33.875252,151.2749572,Waverley Council,2029,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"32 Riverstone Parade, Riverstone NSW 2765",EVX,2,AC,22 kW,-33.6779251,150.8606246,Blacktown City Council,2765,Kerbside Charging R1,Sydney - Blacktown,116,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"322 Bourke Street, Surry Hills NSW 2010",EVX,2,AC,22 kW,-33.8820009,151.2166446,"Sydney, Council of the City of",2010,Kerbside Charging R1,Sydney - City and Inner South,117,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"326 Birrell Street, Bondi NSW 2026",PLUS ES,1,AC,7 kW,-33.8975861,151.264592,Waverley Council,2026,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Narara Ecovillage,"33 Gugandi Road, Narara NSW 2250",EVSE,3,AC,,-33.3931163,151.3286306,Central Coast Council,2250,Destination Charging R2,Central Coast,102,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Bay Hotel,"330 Fishery Point Road, Bonnells Bay NSW 2264",EVSE,2,AC,,-33.1110339,151.5322174,Lake Macquarie City Council,2264,Destination Charging R2,Newcastle and Lake Macquarie,111,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nimbo Fork Lodge,"330 Nimbo Road, Killimicat NSW 2720",Everty,2,AC,,-35.190695,148.20606,Snowy Valleys Council,2720,Destination Charging R2,Riverina,113,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Four Cats Coffee,"33-35 Warne Street, Wellington NSW 2820",Chargefox,4,AC,,-32.5515142,148.9421831,Dubbo Regional Council,2820,Destination Charging R2,Far West and Orana,105,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"34 Chandos Street, Ashfield NSW 2131",PLUS ES,1,AC,7 kW,-33.883434,151.128646,Inner West Council,2131,Kerbside Charging R1,Sydney - Inner West,120,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"34 Myra Road, Dulwich Hill NSW 2203",EVE Australia,2,AC,22 kW,-33.9079415,151.1356726,Inner West Council,2203,Kerbside Charging R1,Sydney - Inner West,120,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"34 Spencer Street, Rose Bay NSW 2029",PLUS ES,1,AC,22 kW,-33.8697722,151.2747449,Woollahra Municipal Council,2029,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"34C Taylor Street, Annandale NSW 2038",EVX,2,AC,22 kW,-33.8833648,151.1742876,Inner West Council,2038,Kerbside Charging R1,Sydney - Inner West,120,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"35 Diamond Bay Road, Vaucluse NSW 2030",PLUS ES,1,AC,7 kW,-33.8613437,151.2805579,Waverley Council,2030,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"35 Fitzroy Street, Marrickville NSW 2204",EVX,2,AC,22 kW,-33.9096267,151.1658699,Inner West Council,2204,Kerbside Charging R1,Sydney - City and Inner South,117,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"35 Gould Avenue, Lewisham NSW 2049",PLUS ES,1,AC,22 kW,-33.8995583,151.1471696,Inner West Council,2049,Kerbside Charging R1,Sydney - Inner West,120,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"35 Holmwood Street, Newtown NSW 2042",PLUS ES,1,AC,22 kW,-33.9040698,151.178539,Inner West Council,2042,Kerbside Charging R1,Sydney - City and Inner South,117,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bendalong (Manchester Lane Nashdale),"35 Manchester Lane, Nashdale NSW 2800",EVSE,1,AC,,-33.3036809,149.0392395,Cabonne Council,2800,Destination Charging R2,Central West,103,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"35 Metropolitan Road, Enmore NSW 2042",PLUS ES,1,AC,22 kW,-33.9005438,151.1721734,Inner West Council,2042,Kerbside Charging R1,Sydney - City and Inner South,117,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JETTY MOTEL THE ENTRANCE,"353 The Entrance Road, Long Jetty NSW 2261",EVUp,3,AC,,-33.3542628,151.4872987,Central Coast Council,2261,Destination Charging R1,Central Coast,102,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"35-37 Ocean Street, Bondi NSW 2026",Chargefox,2,AC,22 kW,-33.8922308,151.2623152,Waverley Council,2026,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gowing Bros,"35-61 Harbour Drive, Coffs Harbour NSW 2450",Smart Charge,2,AC,,-30.2970627,153.115799,Coffs Harbour City Council,2450,Destination Charging R1,Coffs Harbour - Grafton,104,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tamburlaine Organic Wines,"358 Mcdonalds Road, Pokolbin NSW 2320",EVNet,2,AC,,-32.7821954,151.29988,Cessnock City Council,2320,Destination Charging R2,Hunter Valley exc Newcastle,106,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"36 Hopewell Street, Paddington NSW 2021",EVX,2,AC,22 kW,-33.8823149,151.221981,Woollahra Municipal Council,2021,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"36 Napier Street, Paddington NSW 2021",EVX,2,AC,22 kW,-33.8831409,151.2199952,"Sydney, Council of the City of",2021,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Orange Waratah Sports Club,"36 Telopea Way, Orange NSW 2800",Exploren,2,AC,,-33.2492129,149.1016696,Orange City Council,2800,Destination Charging R1,Central West,103,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rosevale,"361 Rankin Street, Bathurst NSW 2795",Exploren,2,AC,,-33.4225787,149.5653976,Bathurst Regional Council,2795,Destination Charging R2,Central West,103,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"363-367 Bronte Road, Bronte NSW 2024",EVX,2,AC,22 kW,-33.9033078,151.2606162,Waverley Council,2024,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"36R Dudley Street, Randwick NSW 2031",EVX,2,AC,22 kW,-33.9234885,151.2490438,Randwick City Council,2031,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Goulburn Health Hub,"37 Ross Street, Goulburn NSW 2580",Non-networked,1,AC,,-34.7313527,149.7434487,Goulburn Mulwaree Council,2580,Destination Charging R2,Capital Region,101,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"374 Peel Street, Tamworth NSW 2340",Evie Networks,4,DC,175 kW,-31.0900932,150.9304748,Tamworth Regional Council,2340,Fast Charging R1,New England and North West,110,accepted,OCM:coordinate_500m,1.0,False,1520.0,37.02747547629164,37.02747547629164,,OCM,Open Charge Map,OCM:312659,Evie 300kW Charger,"OCM:Cooper Lane, Tamworth, NSW, 2340",Evie,CCS (Type 2); Type 2 (Socket Only),CCS; Type2,1.0,,reported_or_derived_from_connection_quantity,OCM NumberOfPoints or positive connection Quantity,300 kW; 22 kW,22.0; 300.0,22.0,300.0,Operational,operational,63c,2025-05-20T02:24:00Z,,,-31.090167611011005,150.93009578041267,"{""OCM::charger_capacities"": ""300 kW; 22 kW"", ""OCM::connector_types_normalized"": ""CCS;Type2"", ""OCM::data_provider"": ""Open Charge Map"", ""OCM::is_operational"": true, ""OCM::last_verified"": ""2025-05-20T02:24:00Z"", ""OCM::latitude"": -31.090167611011005, ""OCM::longitude"": 150.93009578041267, ""OCM::number_of_plugs"": 1.0, ""OCM::number_of_plugs_quality"": ""reported_or_derived_from_connection_quantity"", ""OCM::number_of_plugs_semantics"": ""OCM NumberOfPoints or positive connection Quantity"", ""OCM::operational_status"": ""operational"", ""OCM::operator"": ""Evie"", ""OCM::plug_types"": ""CCS (Type 2); Type 2 (Socket Only)"", ""OCM::power_kw_max"": 300.0, ""OCM::power_kw_min"": 22.0, ""OCM::power_kw_values"": [22.0, 300.0], ""OCM::station_address"": ""Cooper Lane, Tamworth, NSW, 2340"", ""OCM::station_name"": ""Evie 300kW Charger"", ""OCM::status"": ""Operational"", ""OCM::usage_cost"": ""63c""}",
,Dunedoo Bowling Club Carpark,"39 Cobborah Street, Dunedoo NSW 2844",Charge OS,2,AC,,-32.0184447,149.3965287,Warrumbungle Shire Council,2844,Destination Charging R2,Central West,103,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"39 Dulwich Street, Dulwich Hill NSW 2203",PLUS ES,1,AC,22 kW,-33.9030203,151.141805,Inner West Council,2203,Kerbside Charging R1,Sydney - Inner West,120,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"39 Grove Street, Birchgrove NSW 2041",EVX,2,AC,22 kW,-33.8515305,151.1817991,Inner West Council,2041,Kerbside Charging R1,Sydney - Inner West,120,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"3-9 Spring Street, Chatswood NSW 2067",EVX,2,AC,22 kW,-33.796827,151.185229,Willoughby City Council,2067,Kerbside Charging R1,Sydney - North Sydney and Hornsby,121,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"392 Manns Road, West Gosford NSW 2250",Tesla,12,DC,175 kW,-33.4258966,151.3205356,Central Coast Council,2250,Fast Charging R1,Central Coast,102,review,,0.5,True,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},OSM: coordinate exceeds 100m automatic threshold
,,"396 Mowbray Road, Lane Cove North NSW 2066",PLUS ES,1,AC,22 kW,-33.8065466,151.1757967,Lane Cove Municipal Council,2066,Kerbside Charging R1,Sydney - North Sydney and Hornsby,121,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Centrepoint Motel Deniliquin,"399 Cressy Street, Deniliquin NSW 2710",EVUp,3,AC,,-35.5265736,144.9616568,Edward River Council,2710,Destination Charging R1,Murray,109,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"3A Cowell Street, Gladesville NSW 2111",Evie Networks,2,DC,75 kW,-33.8329216,151.1276887,"Hunters Hill, The Council of the Municipality of",2111,Kerbside Charging R1,Sydney - Ryde,126,accepted,OSM:coordinate_500m,1.0,False,1528.0,30.994900716973856,30.994900716973856,,OSM,OpenStreetMap,OSM:13073547942,,,Evie Networks,CCS,CCS,2.0,,valid,OSM charge_points_count; values above 100 are withheld as suspicious,,,,,,unknown,,,,,-33.8326437706311,151.127715859353,"{""OSM::access_condition"": ""Free Access"", ""OSM::connector_types_normalized"": ""CCS"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::latitude"": -33.8326437706311, ""OSM::longitude"": 151.127715859353, ""OSM::number_of_plugs"": 2, ""OSM::number_of_plugs_quality"": ""valid"", ""OSM::number_of_plugs_raw"": 2, ""OSM::number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""OSM::operator"": ""Evie Networks"", ""OSM::osm_last_updated"": ""2025-08-21"", ""OSM::plug_types"": ""CCS""}",
,,"3A Hunter Street, Stockton NSW 2295",Chargefox,4,AC,7 kW,-32.9193026,151.783,Newcastle City Council,2295,Kerbside Charging R1,Newcastle and Lake Macquarie,111,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Batemans Bay Soldiers Club,"4 Beach Road, Batemans Bay NSW 2536",Exploren,2,AC,,-35.7094784,150.1790805,Eurobodalla Shire Council,2536,Destination Charging R1,Capital Region,101,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"4 Defries Avenue, Sydney NSW 2017",Chargefox,2,AC,22 kW,-33.90527032,151.2130891,"Sydney, Council of the City of",2017,Existing Destination Chargers,Sydney - City and Inner South,117,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"4 Guihen Street, Annandale NSW 2038",PLUS ES,1,AC,22 kW,-33.8847854,151.1753541,Inner West Council,2038,Kerbside Charging R1,Sydney - Inner West,120,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ingenia Holiday Park - Hunter Valley,"137 Mount View Road, Cessnock NSW 2325",Exploren,2,AC,,-32.8314976,151.3381546,Cessnock City Council,2325,Destination Charging R1,Hunter Valley exc Newcastle,106,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"4 Stanley Street, Queens Park NSW 2022",PLUS ES,1,AC,22 kW,-33.895942,151.2478041,Waverley Council,2022,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"40 Albert Parade, Ashfield NSW 2131",EVE Australia,4,AC,22 kW,-33.8829391,151.1223655,Inner West Council,2131,Kerbside Charging R1,Sydney - Inner West,120,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"40 Malakoff Street, Marrickville NSW 2204",EVE Australia,2,AC,22 kW,-33.9079019,151.1568005,Inner West Council,2204,Kerbside Charging R1,Sydney - City and Inner South,117,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"402 Mowbray Road, Lane Cove North NSW 2066",PLUS ES,1,AC,7 kW,-33.8067172,151.1750156,Lane Cove Municipal Council,2066,Kerbside Charging R1,Sydney - North Sydney and Hornsby,121,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Harvest Lodge Motel,"404 Conadilly Street, Gunnedah NSW 2380",EVSE,1,AC,,-30.9836392,150.2640469,Gunnedah Shire Council,2380,Destination Charging R2,New England and North West,110,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Village Fair Maitland Plaza,"405 High Street, Maitland NSW 2320",Exploren,4,AC,,-32.733865,151.5561263,Maitland City Council,2320,Destination Charging R1,Hunter Valley exc Newcastle,106,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"407 New Canterbury Road, Dulwich Hill NSW 2203",EVE Australia,2,AC,22 kW,-33.9024959,151.1438409,Inner West Council,2203,Kerbside Charging R1,Sydney - Inner West,120,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Lane Retreat,"409 Palmers Lane, Pokolbin NSW 2320",Chargefox,2,AC,,-32.7539269,151.298235,Cessnock City Council,2320,Destination Charging R2,Hunter Valley exc Newcastle,106,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"41 Owen Street, Huskisson NSW 2540",Everty,2,AC,,-35.0383366,150.6692483,Shoalhaven City Council,2540,Destination Charging R2,Southern Highlands and Shoalhaven,114,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"41 Street Marks Road, Randwick NSW 2031",PLUS ES,1,AC,7 kW,-33.9104758,151.2471189,Randwick City Council,2031,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siesta Unit Trust,"416 Wagga Road, Lavington NSW 2641",Chargefox,4,AC,,-36.0458866,146.9437845,Albury City Council,2641,Destination Charging R1,Murray,109,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"42 Carrington Parade, Curl Curl NSW 2096",EVX,2,AC,22 kW,-33.773966,151.2918253,Northern Beaches Council,2096,Kerbside Charging R1,Sydney - Northern Beaches,122,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gowing Bros,"42 Horton Street, Port Macquarie NSW 2444",Smart Charge,2,AC,,-31.429928,152.909968,Port Macquarie-Hastings Council,2444,Destination Charging R1,Mid North Coast,108,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cellar Door,"42 Lake Canobolas Road, Nashdale NSW 2800",Non-networked,2,AC,,-33.2990773,149.0193866,Cabonne Council,2800,Destination Charging R2,Central West,103,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"42 New Beach Road, Darling Point NSW 2027",Chargefox,2,AC,7 kW,-33.8733988,151.2352733,Woollahra Municipal Council,2027,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"424 Hoxton Park Road, Prestons NSW 2170",NRMA Electric,4,DC,175 kW,-33.9304674,150.8750193,Liverpool City Council,2170,Fast Charging R1,Sydney - South West,127,review,,0.5,True,1549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},Charge@Large: coordinate exceeds 100m automatic threshold
,Cabins in the Clouds,"424 Moonabung Road, Vacy NSW 2421",Chargefox,4,AC,,-32.5423289,151.5011005,Dungog Shire Council,2421,Destination Charging R2,Hunter Valley exc Newcastle,106,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ingenia Holiday Parks - One Mile Beach,"426 Gan Gan Road, One Mile NSW 2316",Exploren,4,AC,,-32.7769383,152.1139955,Port Stephens Council,2316,Destination Charging R2,Hunter Valley exc Newcastle,106,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"429 Old South Head Road, Rose Bay NSW 2029",EVX,2,AC,22 kW,-33.8786168,151.2707053,Waverley Council,2029,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wagga Wagga City Council,"43 Eastlake Drive, Lake Albert NSW 2650",Smart Charge,2,AC,,-35.1710992,147.3789989,Wagga Wagga City Council,2650,Destination Charging R1,Riverina,113,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
