OBJECTID,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,SA4_NAME26,SA4_CODE26,augmentation_match_status,augmentation_match_method,augmentation_match_confidence,augmentation_manual_review,augmentation_reference_row,augmentation_match_distance_m,augmentation_nearest_distance_m,augmentation_nearest_gap_m,external_source,external_data_provider,external_station_id,external_station_name,external_station_address,external_operator,external_plug_types,external_connector_types_normalized,external_number_of_plugs,external_numeric_conflict_flags,external_number_of_plugs_quality,external_number_of_plugs_semantics,external_charger_capacity,external_power_kw_values,external_power_kw_min,external_power_kw_max,external_status,external_operational_status,external_usage_cost,external_last_verified,external_comments,external_opening_hours,external_latitude,external_longitude,external_attributes_json,augmentation_review_reason
,,"Hassall Street, Sydney NSW 2142",BP,4,DC,150 kW,-33.81961366,151.0213463,"Parramatta, Council of the City of",2142,Existing Fast Chargers,Sydney - Parramatta,125,accepted,OCM:coordinate_and_fuzzy_address;OSM:coordinate_500m,0.5,True,869.0,14.253599404184122,14.253599404184122,,OCM;OSM,Open Charge Map; OpenStreetMap,OCM:273428;OSM:10807470662,bp pulse Rosehill,"OCM:Hassall Street, Rosehill, New South Wales, 2142",BP Pulse (AU); bp pulse,CCS (Type 2); CCS,CCS,,number_of_plugs,reported_or_derived_from_connection_quantity; valid,OCM NumberOfPoints or positive connection Quantity; OSM charge_points_count; values above 100 are withheld as suspicious,75 kW,75.0,75.0,75.0,Operational,operational,55c/kWh,2023-08-09T12:02:00Z,,,-33.818996055217895,151.02170364175703,"{""OCM::charger_capacities"": ""75 kW"", ""OCM::connector_types_normalized"": ""CCS"", ""OCM::data_provider"": ""Open Charge Map"", ""OCM::is_operational"": true, ""OCM::last_verified"": ""2023-08-09T12:02:00Z"", ""OCM::latitude"": -33.818996055217895, ""OCM::longitude"": 151.02170364175703, ""OCM::number_of_plugs"": 2.0, ""OCM::number_of_plugs_quality"": ""reported_or_derived_from_connection_quantity"", ""OCM::number_of_plugs_semantics"": ""OCM NumberOfPoints or positive connection Quantity"", ""OCM::operational_status"": ""operational"", ""OCM::operator"": ""BP Pulse (AU)"", ""OCM::plug_types"": ""CCS (Type 2)"", ""OCM::power_kw_max"": 75.0, ""OCM::power_kw_min"": 75.0, ""OCM::power_kw_values"": [75.0], ""OCM::station_address"": ""Hassall Street, Rosehill, New South Wales, 2142"", ""OCM::station_name"": ""bp pulse Rosehill"", ""OCM::status"": ""Operational"", ""OCM::usage_cost"": ""55c/kWh"", ""OSM::access_condition"": ""Free Access"", ""OSM::connector_types_normalized"": ""CCS"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::latitude"": -33.8196728592891, ""OSM::longitude"": 151.021209446479, ""OSM::number_of_plugs"": 4, ""OSM::number_of_plugs_quality"": ""valid"", ""OSM::number_of_plugs_raw"": 4, ""OSM::number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""OSM::operator"": ""bp pulse"", ""OSM::osm_last_updated"": ""2025-09-01"", ""OSM::plug_types"": ""CCS""}",accepted sources disagree on number_of_plugs
,,"Hassall Street & James Rouse Drive, Sydney NSW 2142",BP,4,DC,150 kW,-33.81968873,151.0213023,"Parramatta, Council of the City of",2142,Existing Fast Chargers,Sydney - Parramatta,125,accepted,OCM:coordinate_and_fuzzy_address;OSM:coordinate_500m,0.5,True,870.0,8.757460667750133,8.757460667750133,,OCM;OSM,Open Charge Map; OpenStreetMap,OCM:273428;OSM:10807470662,bp pulse Rosehill,"OCM:Hassall Street, Rosehill, New South Wales, 2142",BP Pulse (AU); bp pulse,CCS (Type 2); CCS,CCS,,number_of_plugs,reported_or_derived_from_connection_quantity; valid,OCM NumberOfPoints or positive connection Quantity; OSM charge_points_count; values above 100 are withheld as suspicious,75 kW,75.0,75.0,75.0,Operational,operational,55c/kWh,2023-08-09T12:02:00Z,,,-33.818996055217895,151.02170364175703,"{""OCM::charger_capacities"": ""75 kW"", ""OCM::connector_types_normalized"": ""CCS"", ""OCM::data_provider"": ""Open Charge Map"", ""OCM::is_operational"": true, ""OCM::last_verified"": ""2023-08-09T12:02:00Z"", ""OCM::latitude"": -33.818996055217895, ""OCM::longitude"": 151.02170364175703, ""OCM::number_of_plugs"": 2.0, ""OCM::number_of_plugs_quality"": ""reported_or_derived_from_connection_quantity"", ""OCM::number_of_plugs_semantics"": ""OCM NumberOfPoints or positive connection Quantity"", ""OCM::operational_status"": ""operational"", ""OCM::operator"": ""BP Pulse (AU)"", ""OCM::plug_types"": ""CCS (Type 2)"", ""OCM::power_kw_max"": 75.0, ""OCM::power_kw_min"": 75.0, ""OCM::power_kw_values"": [75.0], ""OCM::station_address"": ""Hassall Street, Rosehill, New South Wales, 2142"", ""OCM::station_name"": ""bp pulse Rosehill"", ""OCM::status"": ""Operational"", ""OCM::usage_cost"": ""55c/kWh"", ""OSM::access_condition"": ""Free Access"", ""OSM::connector_types_normalized"": ""CCS"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::latitude"": -33.8196728592891, ""OSM::longitude"": 151.021209446479, ""OSM::number_of_plugs"": 4, ""OSM::number_of_plugs_quality"": ""valid"", ""OSM::number_of_plugs_raw"": 4, ""OSM::number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""OSM::operator"": ""bp pulse"", ""OSM::osm_last_updated"": ""2025-09-01"", ""OSM::plug_types"": ""CCS""}",accepted sources disagree on number_of_plugs
,,"Hastings Street, Wauchope NSW 2446",NRMA Electric,4,DC,60 kW,-31.4561542,152.7327227,Port Macquarie-Hastings Council,2446,Existing Fast Chargers,Mid North Coast,108,unmatched,,0.0,False,871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},
,,"Havenview Road, Central Coast NSW 2260",EVUp,2,AC,23 kW,-33.44133738,151.4392553,Central Coast Council,2260,Existing Destination Chargers,Central Coast,102,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Headland Avenue, Austinmer NSW 2515",EVX,2,AC,22 kW,-34.30089594,150.9396096,Wollongong City Council,2515,Existing Destination Chargers,Illawarra,107,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Henderson Road, Sydney NSW 2174",Chargefox,10,AC,6 kW,-33.9694585,150.8563874,Liverpool City Council,2174,Existing Destination Chargers,Sydney - South West,127,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Herbert Street, Tooleybuc NSW 2736",Non-networked,8,AC,22 kW,-35.02423528,143.3367067,Murray River Council,2736,Existing Destination Chargers,Murray,109,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Hermitage Road, Pokolbin NSW 2320",Tesla,2,AC,17 kW,-32.7277508,151.2606126,Singleton Council,2320,Existing Destination Chargers,Hunter Valley exc Newcastle,106,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Hermitage Road, Pokolbin NSW 2320",Porsche Smart Mobility,1,AC,11 kW,-32.73467072,151.2624855,Singleton Council,2320,Existing Destination Chargers,Hunter Valley exc Newcastle,106,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Holborn Court, Sydney NSW 2557",Exploren,4,DC,150 kW,-34.02030235,150.7634565,Camden Council,2557,Existing Fast Chargers,Sydney - South West,127,accepted,Charge@Large:coordinate_500m,0.5,True,878.0,13.537085248082944,13.537085248082944,,Charge@Large,Charge@Large,Charge@Large:15d06bf5-6b4a-425d-9312-bae4b17cc22b-2133,Gregory Hills Centre,"Charge@Large:1 Gregory Hills Dr, Gledswood Hills, NSW 2557",,CCS2,CCS,4.0,,reported_from_dc_port_count,Charge@Large DC-indicated port count,150.0,150.0,,150.0,,unknown,,,,,-34.0203298,150.7633134,"{""Charge@Large::charger_capacities"": 150.0, ""Charge@Large::connector_types_normalized"": ""CCS"", ""Charge@Large::data_provider"": ""Charge@Large"", ""Charge@Large::dc_port_count"": 4, ""Charge@Large::latitude"": -34.0203298, ""Charge@Large::longitude"": 150.7633134, ""Charge@Large::number_of_plugs"": 4, ""Charge@Large::number_of_plugs_quality"": ""reported_from_dc_port_count"", ""Charge@Large::number_of_plugs_semantics"": ""Charge@Large DC-indicated port count"", ""Charge@Large::plug_types"": ""CCS2"", ""Charge@Large::power_kw_max"": 150.0, ""Charge@Large::power_kw_values"": [150.0], ""Charge@Large::station_address"": ""1 Gregory Hills Dr, Gledswood Hills, NSW 2557"", ""Charge@Large::station_name"": ""Gregory Hills Centre"", ""Charge@Large::status_counts"": ""{\""Available\"": 4}"", ""Charge@Large::total_port_count"": 4}",OSM: coordinate exceeds 100m automatic threshold
,,"Horderns Road, Bowral NSW 2576",Porsche Smart Mobility,1,AC,11 kW,-34.49890695,150.4816156,Wingecarribee Shire Council,2576,Existing Destination Chargers,Southern Highlands and Shoalhaven,114,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Innovation Way, Wollongong NSW 2500",Chargefox,3,DC,180 kW,-34.40008513,150.8996306,Wollongong City Council,2500,Existing Fast Chargers,Illawarra,107,accepted,OCM:coordinate_and_fuzzy_address,1.0,False,880.0,5.908336795762478,5.908336795762478,,OCM,Open Charge Map,OCM:131610,Innovation Campus - University of Wollongong,"OCM:Off Innovation Way, North Wollongong, New South Wales, 2500",Chargefox,CCS (Type 2); Type I (AS 3112),CCS; Type I (AS 3112),2.0,,reported_or_derived_from_connection_quantity,OCM NumberOfPoints or positive connection Quantity,180 kW; 3.45 kW,3.45; 180.0,3.45,180.0,Operational,operational,Free,2024-07-30T05:30:00Z,Will likely be CCS2,,-34.40010718082921,150.8996891900606,"{""OCM::charger_capacities"": ""180 kW; 3.45 kW"", ""OCM::connector_types_normalized"": ""CCS;Type I (AS 3112)"", ""OCM::data_provider"": ""Open Charge Map"", ""OCM::general_comments"": ""Will likely be CCS2"", ""OCM::is_operational"": true, ""OCM::last_verified"": ""2024-07-30T05:30:00Z"", ""OCM::latitude"": -34.40010718082921, ""OCM::longitude"": 150.8996891900606, ""OCM::number_of_plugs"": 2.0, ""OCM::number_of_plugs_quality"": ""reported_or_derived_from_connection_quantity"", ""OCM::number_of_plugs_semantics"": ""OCM NumberOfPoints or positive connection Quantity"", ""OCM::operational_status"": ""operational"", ""OCM::operator"": ""Chargefox"", ""OCM::plug_types"": ""CCS (Type 2); Type I (AS 3112)"", ""OCM::power_kw_max"": 180.0, ""OCM::power_kw_min"": 3.45, ""OCM::power_kw_values"": [3.45, 180.0], ""OCM::station_address"": ""Off Innovation Way, North Wollongong, New South Wales, 2500"", ""OCM::station_name"": ""Innovation Campus - University of Wollongong"", ""OCM::status"": ""Operational"", ""OCM::usage_cost"": ""Free""}",
,,"Jean Wailes Avenue, Sydney NSW 2138",Chargefox,3,AC,22 kW,-33.83529434,151.0844314,"Canada Bay Council, City of",2138,Existing Destination Chargers,Sydney - Inner West,120,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Jersey Street, Sydney NSW 2077",BP,2,DC,75 kW,-33.68997402,151.1061692,"Hornsby, The Council of the Shire of",2077,Existing Fast Chargers,Sydney - North Sydney and Hornsby,121,accepted,OSM:coordinate_500m,1.0,False,882.0,3.8343554431715297,3.8343554431715297,,OSM,OpenStreetMap,OSM:10687053371,,,bp pulse,CCS,CCS,2.0,,valid,OSM charge_points_count; values above 100 are withheld as suspicious,,,,,,unknown,,,,,-33.6899794200282,151.10612826773,"{""OSM::access_condition"": ""Free Access"", ""OSM::connector_types_normalized"": ""CCS"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::latitude"": -33.6899794200282, ""OSM::longitude"": 151.10612826773, ""OSM::number_of_plugs"": 2, ""OSM::number_of_plugs_quality"": ""valid"", ""OSM::number_of_plugs_raw"": 2, ""OSM::number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""OSM::operator"": ""bp pulse"", ""OSM::osm_last_updated"": ""2025-08-25"", ""OSM::plug_types"": ""CCS""}",
,,"Joadja Road, Sydney NSW 2170",NRMA Electric,6,AC,22 kW,-33.9302513,150.8756286,Liverpool City Council,2170,Existing Destination Chargers,Sydney - South West,127,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"John Renshaw Drive, Beresfield NSW 2322",BP,2,DC,75 kW,-32.81193998,151.6394685,Newcastle City Council,2322,Existing Fast Chargers,Newcastle and Lake Macquarie,111,unmatched,,0.0,False,884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},
,,"Kable Avenue, Tamworth NSW 2340",NRMA Electric,2,DC,50 kW,-31.0903554,150.9274134,Tamworth Regional Council,2340,Existing Fast Chargers,New England and North West,110,review,,0.5,True,885.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},OCM: coordinate exceeds 100m automatic threshold
,,"Kiewa Street, Albury NSW 2640",NRMA Electric,2,DC,50 kW,-36.08379184,146.9148338,Albury City Council,2640,Existing Fast Chargers,Murray,109,accepted,OSM:coordinate_500m,1.0,False,886.0,2.947819325598813,2.947819325598813,,OSM,OpenStreetMap,OSM:7244697466,,,NRMA,CCS|CHAdeMO,CCS; CHAdeMO,,,missing_or_suspicious,OSM charge_points_count; values above 100 are withheld as suspicious,,,,,,unknown,,,,,-36.0837898623098,146.914801087891,"{""OSM::access_condition"": ""Free Access"", ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::latitude"": -36.0837898623098, ""OSM::longitude"": 146.914801087891, ""OSM::number_of_plugs_quality"": ""missing_or_suspicious"", ""OSM::number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""OSM::operator"": ""NRMA"", ""OSM::osm_last_updated"": ""2023-03-30"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",
,,"King Street, Newcastle NSW 2300",Porsche Smart Mobility,2,AC,11 kW,-32.92746051,151.7790551,Newcastle City Council,2300,Existing Destination Chargers,Newcastle and Lake Macquarie,111,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Kintore Headframe Car Park, 51 Bromide Street, Broken Hill NSW 2880",NRMA Electric,2,DC,50 kW,-31.557857,143.3855021,Broken Hill City Council,2836,TfNSW Regional,Far West and Orana,105,review,,0.5,True,888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},OCM: source address postcode 2880 conflicts with PCODE 2836
,,"Kokera Street, Newcastle NSW 2287",Tesla,2,AC,22 kW,-32.90262967,151.6676206,Newcastle City Council,2287,Existing Destination Chargers,Newcastle and Lake Macquarie,111,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Koonya Circuit, Sydney NSW 2229",Exploren,2,DC,50 kW,-34.0278569,151.1217848,Sutherland Shire Council,2229,Existing Fast Chargers,Sydney - Sutherland,128,accepted,Charge@Large:coordinate_500m,1.0,False,890.0,70.03290617569859,70.03290617569859,,Charge@Large,Charge@Large,Charge@Large:15d06bf5-6b4a-425d-9312-bae4b17cc22b-174,Bunnings Caringbah,"Charge@Large:Koonya Cct, Caringbah, NSW 2229",,CCS2|CHADEMO,CCS; CHAdeMO,2.0,,reported_from_dc_port_count,Charge@Large DC-indicated port count,50.0,50.0,,50.0,,unknown,,,,,-34.0279242,151.1210292,"{""Charge@Large::charger_capacities"": 50.0, ""Charge@Large::connector_types_normalized"": ""CCS;CHAdeMO"", ""Charge@Large::data_provider"": ""Charge@Large"", ""Charge@Large::dc_port_count"": 2, ""Charge@Large::latitude"": -34.0279242, ""Charge@Large::longitude"": 151.1210292, ""Charge@Large::number_of_plugs"": 2, ""Charge@Large::number_of_plugs_quality"": ""reported_from_dc_port_count"", ""Charge@Large::number_of_plugs_semantics"": ""Charge@Large DC-indicated port count"", ""Charge@Large::plug_types"": ""CCS2|CHADEMO"", ""Charge@Large::power_kw_max"": 50.0, ""Charge@Large::power_kw_values"": [50.0], ""Charge@Large::station_address"": ""Koonya Cct, Caringbah, NSW 2229"", ""Charge@Large::station_name"": ""Bunnings Caringbah"", ""Charge@Large::status_counts"": ""{\""OutOfService\"": 2}"", ""Charge@Large::total_port_count"": 2}",
,,"Kowara Crescent, Merimbula NSW 2548",EVUp,2,AC,22 kW,-36.88414419,149.9032943,Bega Valley Shire Council,2548,Existing Destination Chargers,Capital Region,101,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lake Haven Drive, Lake Haven NSW 2263",Engie,2,DC,150 kW,-33.2445959,151.498974,Camden Council,2263,ARENA - Driving the Nation,Central Coast,102,review,,0.5,True,892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},OCM: fuzzy address only; coordinate exceeds 500m
,,"Lampe Street, Talbingo NSW 2720",Chargefox,4,AC,22 kW,-35.58062367,148.3003804,Snowy Valleys Council,2720,Existing Destination Chargers,Riverina,113,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Larkin Lane, Lismore NSW 2480",Everty,3,AC,11 kW,-28.80843648,153.2793393,Lismore City Council,2480,Existing Destination Chargers,Richmond - Tweed,112,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lauder Street, Tumbarumba NSW 2653",Chargefox,2,DC,100 kW,-35.7735596,148.0094114,Snowy Valleys Council,2653,Existing Fast Chargers,Riverina,113,accepted,OSM:coordinate_500m,1.0,False,895.0,4.56517657056856,4.56517657056856,,OSM,OpenStreetMap,OSM:12885318910,,,Chargefox,CCS,CCS,2.0,,valid,OSM charge_points_count; values above 100 are withheld as suspicious,,,,,,unknown,,,,,-35.7735198023829,148.009423830534,"{""OSM::access_condition"": ""Free Access"", ""OSM::connector_types_normalized"": ""CCS"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::latitude"": -35.7735198023829, ""OSM::longitude"": 148.009423830534, ""OSM::number_of_plugs"": 2, ""OSM::number_of_plugs_quality"": ""valid"", ""OSM::number_of_plugs_raw"": 2, ""OSM::number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""OSM::operator"": ""Chargefox"", ""OSM::osm_last_updated"": ""2025-06-05"", ""OSM::plug_types"": ""CCS""}",
,,"Leisure Haven Caravan Pk, Woollamia NSW 2540",Exploren,2,AC,22 kW,-35.02311116,150.6615756,Shoalhaven City Council,2540,Existing Destination Chargers,Southern Highlands and Shoalhaven,114,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Library Walk, Sydney NSW 2033",Chargefox,12,AC,6 kW,-33.91844849,151.2345085,Randwick City Council,2033,Existing Destination Chargers,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Link Road, Sydney NSW 2113",Chargefox,6,AC,22 kW,-33.77552657,151.1094585,"Ryde, Council of the City of",2113,Existing Destination Chargers,Sydney - Ryde,126,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lovedale Road, Lovedale NSW 2325",Porsche Smart Mobility,2,AC,11 kW,-32.75337542,151.3714925,Cessnock City Council,2325,Existing Destination Chargers,Hunter Valley exc Newcastle,106,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"M4 Motorway Westbound, Sydney NSW 2766",Ampol,10,DC,400 kW,-33.80214519,150.8802132,Blacktown City Council,2766,Existing Fast Chargers,Sydney - Blacktown,116,review,,0.5,True,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},OSM: coordinate exceeds 100m automatic threshold
,,"Market Street, Merimbula NSW 2548",Tesla,2,AC,6 kW,-36.89278383,149.9090891,Bega Valley Shire Council,2548,Existing Destination Chargers,Capital Region,101,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Mcfarlane Street, Sydney NSW 2160",Tesla,2,AC,22 kW,-33.83346051,150.9873373,Cumberland Council,2160,Existing Destination Chargers,Sydney - Parramatta,125,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Megalong Road, Megalong Valley NSW 2785",Chargefox,2,AC,22 kW,-33.69583588,150.2530601,Blue Mountains City Council,2785,Existing Destination Chargers,Sydney - Outer West and Blue Mountains,124,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Melyra Street, Grenfell NSW 2810",Exploren,2,AC,22 kW,-33.89200405,148.1607778,Weddin Shire Council,2810,Existing Destination Chargers,Central West,103,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Merewether Street & Wharf Road, Newcastle NSW 2300",Tesla,1,AC,6 kW,-32.92522927,151.7732092,Newcastle City Council,2300,Existing Destination Chargers,Newcastle and Lake Macquarie,111,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Merry Beach Road, Kioloa NSW 2539",Exploren,4,AC,6 kW,-35.56540945,150.371977,Shoalhaven City Council,2539,Existing Destination Chargers,Southern Highlands and Shoalhaven,114,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Methul Street N, Coolamon NSW 2701",Exploren,2,AC,22 kW,-34.81361066,147.2015485,Coolamon Shire Council,2701,Existing Destination Chargers,Riverina,113,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Milbrodale Road 1100, Broke NSW 2330",ChargeHub,4,AC,22 kW,-32.75094099,151.0803403,Singleton Council,2330,Existing Destination Chargers,Hunter Valley exc Newcastle,106,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Mitchell Parade, Mollymook Beach NSW 2539",Porsche Smart Mobility,3,AC,11 kW,-35.32252857,150.485036,Shoalhaven City Council,2539,Existing Destination Chargers,Southern Highlands and Shoalhaven,114,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Moore Street, Banksmeadow NSW 2019",EVUp,1,AC,22 kW,-33.9452573,151.2222232,Bayside Council,2019,Existing Destination Chargers,Sydney - City and Inner South,117,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Mortimer Street, Mudgee NSW 2850",NRMA Electric,2,DC,50 kW,-32.59368073,149.5862633,Mid-Western Regional Council,2850,Existing Fast Chargers,Central West,103,accepted,OCM:coordinate_500m,0.5,True,911.0,7.468673622505819,7.468673622505819,474.21797404670315,OCM,Open Charge Map,OCM:191957,NRMA Mudgee,"OCM:Perry Street, Mudgee, New South Wales, 2850",NRMA,CCS (Type 2); CHAdeMO,CCS; CHAdeMO,1.0,,reported_or_derived_from_connection_quantity,OCM NumberOfPoints or positive connection Quantity,50 kW,50.0,50.0,50.0,Operational,operational,60c / 54c for NRMA Members,2024-06-14T12:05:00Z,Use NRMA or Chargefox App,,-32.59363440480615,149.58620557294023,"{""OCM::charger_capacities"": ""50 kW"", ""OCM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OCM::data_provider"": ""Open Charge Map"", ""OCM::general_comments"": ""Use NRMA or Chargefox App"", ""OCM::is_operational"": true, ""OCM::last_verified"": ""2024-06-14T12:05:00Z"", ""OCM::latitude"": -32.59363440480615, ""OCM::longitude"": 149.58620557294023, ""OCM::number_of_plugs"": 1.0, ""OCM::number_of_plugs_quality"": ""reported_or_derived_from_connection_quantity"", ""OCM::number_of_plugs_semantics"": ""OCM NumberOfPoints or positive connection Quantity"", ""OCM::operational_status"": ""operational"", ""OCM::operator"": ""NRMA"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO"", ""OCM::power_kw_max"": 50.0, ""OCM::power_kw_min"": 50.0, ""OCM::power_kw_values"": [50.0], ""OCM::station_address"": ""Perry Street, Mudgee, New South Wales, 2850"", ""OCM::station_name"": ""NRMA Mudgee"", ""OCM::status"": ""Operational"", ""OCM::usage_cost"": ""60c / 54c for NRMA Members""}",OSM: coordinate exceeds 100m automatic threshold
,,"Mount View Road, Mount View NSW 2325",Tesla,1,AC,6 kW,-32.83438043,151.2962412,Cessnock City Council,2325,Existing Destination Chargers,Hunter Valley exc Newcastle,106,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Mowamba Place, Thredbo NSW 2625",Tesla,1,AC,22 kW,-36.50483088,148.3046977,Snowy Monaro Regional Council,2625,Existing Destination Chargers,Capital Region,101,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Muir Street, Medowie NSW 2318",Chargefox,2,AC,6 kW,-32.73893898,151.8673493,Port Stephens Council,2318,Existing Destination Chargers,Hunter Valley exc Newcastle,106,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Mulgoa Road & Wolseley Street, Sydney NSW 2750",Tesla,2,AC,22 kW,-33.76959064,150.6717908,Penrith City Council,2750,Existing Destination Chargers,Sydney - Outer West and Blue Mountains,124,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Murray Rose Avenue, Sydney NSW 2127",NRMA Electric,2,DC,50 kW,-33.84603808,151.0698058,"Parramatta, Council of the City of",2127,Existing Fast Chargers,Sydney - Parramatta,125,accepted,OCM:coordinate_and_fuzzy_address;OSM:coordinate_500m,0.5,True,916.0,4.167456190388794,4.167456190388794,,OCM;OSM,Open Charge Map; OpenStreetMap,OCM:191394;OSM:6595579456,NRMA Olympic Park,"OCM:9 Murray Rose Ave, Sydney Olympic Park, NSW, 2127",NRMA,CCS (Type 2); CHAdeMO; CCS,CCS; CHAdeMO,,number_of_plugs,reported_or_derived_from_connection_quantity; valid,OCM NumberOfPoints or positive connection Quantity; OSM charge_points_count; values above 100 are withheld as suspicious,50 kW,50.0,50.0,50.0,Operational,operational,Free,2022-02-09T13:05:00Z,,,-33.84605079570373,151.06985459321334,"{""OCM::charger_capacities"": ""50 kW"", ""OCM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OCM::data_provider"": ""Open Charge Map"", ""OCM::is_operational"": true, ""OCM::last_verified"": ""2022-02-09T13:05:00Z"", ""OCM::latitude"": -33.84605079570373, ""OCM::longitude"": 151.06985459321334, ""OCM::number_of_plugs"": 1.0, ""OCM::number_of_plugs_quality"": ""reported_or_derived_from_connection_quantity"", ""OCM::number_of_plugs_semantics"": ""OCM NumberOfPoints or positive connection Quantity"", ""OCM::operational_status"": ""operational"", ""OCM::operator"": ""NRMA"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO"", ""OCM::power_kw_max"": 50.0, ""OCM::power_kw_min"": 50.0, ""OCM::power_kw_values"": [50.0], ""OCM::station_address"": ""9 Murray Rose Ave, Sydney Olympic Park, NSW, 2127"", ""OCM::station_name"": ""NRMA Olympic Park"", ""OCM::status"": ""Operational"", ""OCM::usage_cost"": ""Free"", ""OSM::access_condition"": ""Free Access"", ""OSM::connector_types_normalized"": ""CCS"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::latitude"": -33.8460153369448, ""OSM::longitude"": 151.069841667787, ""OSM::number_of_plugs"": 2, ""OSM::number_of_plugs_quality"": ""valid"", ""OSM::number_of_plugs_raw"": 2, ""OSM::number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""OSM::operator"": ""NRMA"", ""OSM::osm_last_updated"": ""2026-08-10"", ""OSM::plug_types"": ""CCS""}",accepted sources disagree on number_of_plugs
