tfnsw_unique_id,tfnsw_table_row,tfnsw_raw_station_address,tfnsw_cleaned_station_address,tfnsw_raw_postcode,tfnsw_cleaned_postcode,source_index,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,ocm_status,ocm_method,ocm_distance_m,ocm_address_score,ocm_id,ocm_address,ocm_attributes,osm_all_status,osm_all_method,osm_all_distance_m,osm_all_address_score,osm_all_id,osm_all_address,osm_all_attributes,osm_fast_dc_status,osm_fast_dc_method,osm_fast_dc_distance_m,osm_fast_dc_address_score,osm_fast_dc_id,osm_fast_dc_address,osm_fast_dc_attributes,chargelarge_all_status,chargelarge_all_method,chargelarge_all_distance_m,chargelarge_all_address_score,chargelarge_all_id,chargelarge_all_address,chargelarge_all_attributes,chargelarge_fast_dc_status,chargelarge_fast_dc_method,chargelarge_fast_dc_distance_m,chargelarge_fast_dc_address_score,chargelarge_fast_dc_id,chargelarge_fast_dc_address,chargelarge_fast_dc_attributes,combined_broad_status,combined_dc_indicated_status,matched_source,matched_source_count,coordinate_supported_source,coordinate_supported_source_count,address_only_source,matched_external_ids,matched_external_addresses,minimum_match_distance_m,augmentation_attributes_by_source,augmentation_attribute_count,has_new_attributes,match_method_summary,manual_review_reason,manual_review_required,manual_review_status,manual_review_decision,final_audit_status,final_audit_confidence,match_source,match_method,external_id,external_address,match_distance_m,address_score,augmented_attributes,confidence,web_evidence_url,web_evidence_confidence,web_evidence_confidence_reason,match_identity_decision,evidence_screened_status,evidence_screened_reason,ocm_evidence_url,osm_evidence_url,chargelarge_evidence_url
TFNSW-0336,336,"224 Prospect Hwy, Seven Hills NSW 2147","224 Prospect Highway, Seven Hills NSW 2147",2147,2147,334,,"224 Prospect Highway, Seven Hills NSW 2147",Evie Networks,4,DC,150 kW,-33.77578997,150.9330864,Cumberland Council,2147.0,ARENA - Driving the Nation,unmatched,unmatched,,,,,{},accepted,coordinate_500m,7.611890022358916,0.0,11365136257.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2023-11-20"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,7.611890022358916,0.0,11365136257.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2023-11-20"", ""plug_types"": ""CCS""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted,OSM,1,OSM,1,,OSM:11365136257.0,,7.611890022358916,"{""OSM::access_condition"": ""Free Access"", ""OSM::operator"": ""Evie Networks"", ""OSM::osm_last_updated"": ""2023-11-20"", ""OSM::plug_types"": ""CCS""}",4,True,OSM:coordinate_500m,,no,not_required_for_initial_auto_rule,,accepted_coordinate_supported,high,OSM,OSM:coordinate_500m,OSM:11365136257.0,,7.611890022358916,0.0,"{""OSM::access_condition"": ""Free Access"", ""OSM::operator"": ""Evie Networks"", ""OSM::osm_last_updated"": ""2023-11-20"", ""OSM::plug_types"": ""CCS""}",high,https://www.sevenhillsplaza.com.au/location-parking,high,Opened page contains an address-level charging signal.,web evidence only; same-station identity not automatically proven,provisionally_supported,High/medium web evidence retained provisionally.,,https://www.openstreetmap.org/node/11365136257,
TFNSW-0340,340,"2260 Camden Valley Way, Sydney, 2170","2260 Camden Valley Way, Sydney NSW 2170",2170,2170,338,,"2260 Camden Valley Way, Sydney NSW 2170",JOLT,2,DC,25 kW,-33.95800605,150.8864635,Liverpool City Council,2170.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,7.777506602184011,0.0,11689937303.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Jolt"", ""osm_last_updated"": ""2024-03-04"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,7.777506602184011,0.0,11689937303.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Jolt"", ""osm_last_updated"": ""2024-03-04"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted,OSM,1,OSM,1,,OSM:11689937303.0,,7.777506602184011,"{""OSM::access_condition"": ""Free Access"", ""OSM::operator"": ""Jolt"", ""OSM::osm_last_updated"": ""2024-03-04"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",4,True,OSM:coordinate_500m,,no,not_required_for_initial_auto_rule,,accepted_coordinate_supported,high,OSM,OSM:coordinate_500m,OSM:11689937303.0,,7.777506602184011,0.0,"{""OSM::access_condition"": ""Free Access"", ""OSM::operator"": ""Jolt"", ""OSM::osm_last_updated"": ""2024-03-04"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",high,https://ev-charging-stations.com.au/chargers/jolt-2260-camden-valley-way-sydney-nsw-2170-casula,medium,"Charging evidence exists, but address/page confirmation is incomplete.",web evidence only; same-station identity not automatically proven,provisionally_supported,High/medium web evidence retained provisionally.,,https://www.openstreetmap.org/node/11689937303,
TFNSW-0341,341,"2260 Camden Valley Way, Sydney, 2170","2260 Camden Valley Way, Sydney NSW 2170",2170,2170,339,,"2260 Camden Valley Way, Sydney NSW 2170",JOLT,2,DC,25 kW,-33.9581552,150.8866296,Liverpool City Council,2170.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,19.03298201099214,0.0,11689937303.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Jolt"", ""osm_last_updated"": ""2024-03-04"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,19.03298201099214,0.0,11689937303.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Jolt"", ""osm_last_updated"": ""2024-03-04"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted,OSM,1,OSM,1,,OSM:11689937303.0,,19.03298201099214,"{""OSM::access_condition"": ""Free Access"", ""OSM::operator"": ""Jolt"", ""OSM::osm_last_updated"": ""2024-03-04"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",4,True,OSM:coordinate_500m,,no,not_required_for_initial_auto_rule,,accepted_coordinate_supported,high,OSM,OSM:coordinate_500m,OSM:11689937303.0,,19.03298201099214,0.0,"{""OSM::access_condition"": ""Free Access"", ""OSM::operator"": ""Jolt"", ""OSM::osm_last_updated"": ""2024-03-04"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",high,https://ev-charging-stations.com.au/chargers/jolt-2260-camden-valley-way-sydney-nsw-2170-casula,medium,"Charging evidence exists, but address/page confirmation is incomplete.",web evidence only; same-station identity not automatically proven,provisionally_supported,High/medium web evidence retained provisionally.,,https://www.openstreetmap.org/node/11689937303,
TFNSW-0342,342,"227 Railway Terrace, Schofields NSW 2762","227 Railway Terrace, Schofields NSW 2762",2762,2762,340,,"227 Railway Terrace, Schofields NSW 2762",Evie Networks,4,DC,50 kW,-33.705677,150.876075,Blacktown City Council,2762.0,ARENA - Driving the Nation,accepted,coordinate_500m,71.25307344524384,0.2639344262295082,191162.0,"227 Railway Rerrace, Schofields, NSW","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 2.0, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,64.63542837288654,0.0,9309912420.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2021-12-04"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},accepted,coordinate_500m,459.1044647988739,0.3451149425287356,15d06bf5-6b4a-425d-9312-bae4b17cc22b-760,"37 Manchester Dr, Schofields, NSW 2762","{""charger_capacities"": 7.0, ""number_of_plugs"": 3, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Missing\"": 3}""}",unmatched,unmatched,,,,,{},accepted,accepted,OCM,1,OCM,1,,OCM:191162.0,"OCM:227 Railway Rerrace, Schofields, NSW",71.25307344524384,"{""OCM::charger_capacities"": ""50 kW"", ""OCM::number_of_plugs"": 2.0, ""OCM::operator"": ""Evie"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO""}",4,True,OCM:coordinate_500m,,no,not_required_for_initial_auto_rule,,accepted_coordinate_supported,high,OCM,OCM:coordinate_500m,OCM:191162.0,"OCM:227 Railway Rerrace, Schofields, NSW",71.25307344524384,0.2639344262295082,"{""OCM::charger_capacities"": ""50 kW"", ""OCM::number_of_plugs"": 2.0, ""OCM::operator"": ""Evie"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO""}",high,https://plugroo.com.au/location/evie-networks-nsw-schofields-227-railway-terrace,medium,"Charging evidence exists, but the page or address signal is incomplete.",web evidence only; same-station identity not automatically proven,provisionally_supported,High/medium web evidence retained provisionally.,https://openchargemap.org/site/poi/details/191162,,
TFNSW-0343,343,"228-234 Pacific Hwy, Swansea NSW, 2281","228-234 Pacific Highway, Swansea NSW 2281",2281,2281,341,,"228-234 Pacific Highway, Swansea NSW 2281",Everty,2,DC,25 kW,-33.09176581,151.6374214,Lake Macquarie City Council,2281.0,Existing Fast Chargers,accepted,fuzzy_address_only,1016.6499721984944,0.8733333333333334,272675.0,"152 Pacific Hwy, Swansea, New South Wales, 2281","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 2.0, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,coordinate_500m,29.2684899419192,0.8230769230769232,ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-172,"Swansea Centre, 228 Pacific Hwy, Swansea NSW, Swansea, NSW 2281","{""charger_capacities"": 22.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 2}""}",unmatched,unmatched,,,,,{},accepted,accepted,OCM,1,,0,OCM,OCM:272675.0,"OCM:152 Pacific Hwy, Swansea, New South Wales, 2281",1016.6499721984944,"{""OCM::charger_capacities"": ""50 kW"", ""OCM::number_of_plugs"": 2.0, ""OCM::operator"": ""Evie"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO""}",4,True,OCM:fuzzy_address_only,OCM: fuzzy_address_only requires manual address verification,yes,pending,,review_address_only,medium_review,OCM,OCM:fuzzy_address_only,OCM:272675.0,"OCM:152 Pacific Hwy, Swansea, New South Wales, 2281",1016.6499721984944,0.8733333333333334,"{""OCM::charger_capacities"": ""50 kW"", ""OCM::number_of_plugs"": 2.0, ""OCM::operator"": ""Evie"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO""}",medium_review,https://www.plugroo.com.au/nsw/cooranbong; https://www.plugroo.com.au/nsw/cooranbong,medium,"Charging evidence exists, but the page or address signal is incomplete.",provisionally negative; do not accept automatically,provisionally_supported,High/medium web evidence retained provisionally.,https://openchargemap.org/site/poi/details/272675,,
TFNSW-0344,344,"2285 Pacific Hwy, Heatherbrae, 2324","2285 Pacific Highway, Heatherbrae NSW 2324",2324,2324,342,,"2285 Pacific Highway, Heatherbrae NSW 2324",Tesla,12,DC,130 kW,-32.78729434,151.7283534,Port Stephens Council,2324.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,83.65692890297191,1.0,79490.0,"2285 Pacific Highway, Heatherbrae, 2324","{""charger_capacities"": ""120 kW"", ""number_of_plugs"": 6.0, ""operator"": ""Tesla (Tesla-only charging)"", ""plug_types"": ""CCS (Type 2)""}",accepted,coordinate_500m,84.90403275292098,0.0,6816990777.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 6, ""opening_hours"": ""24/7"", ""operator"": ""Tesla"", ""osm_last_updated"": ""2026-03-29"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted,OCM,1,OCM,1,,OCM:79490.0,"OCM:2285 Pacific Highway, Heatherbrae, 2324",83.65692890297191,"{""OCM::charger_capacities"": ""120 kW"", ""OCM::number_of_plugs"": 6.0, ""OCM::operator"": ""Tesla (Tesla-only charging)"", ""OCM::plug_types"": ""CCS (Type 2)""}",4,True,OCM:coordinate_and_fuzzy_address,,no,not_required_for_initial_auto_rule,,accepted_coordinate_supported,high,OCM,OCM:coordinate_and_fuzzy_address,OCM:79490.0,"OCM:2285 Pacific Highway, Heatherbrae, 2324",83.65692890297191,1.0,"{""OCM::charger_capacities"": ""120 kW"", ""OCM::number_of_plugs"": 6.0, ""OCM::operator"": ""Tesla (Tesla-only charging)"", ""OCM::plug_types"": ""CCS (Type 2)""}",high,,local_two_rule_support,Both local matching rules passed; no individual web search was required by the audit plan.,local coordinate and fuzzy-address evidence agree,provisionally_supported,OCM coordinate and fuzzy-address evidence both passed.,https://openchargemap.org/site/poi/details/79490,,
TFNSW-0348,348,"230 Arden St, Sydney, 2034","230 Arden Street, Sydney NSW 2034",2034,2034,346,,"230 Arden Street, Sydney NSW 2034",JOLT,2,DC,50 kW,-33.92159464,151.2565566,Randwick City Council,2034.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,coordinate_500m,349.75951077443415,0.5122727272727273,baaffa39-0adb-422e-a7bf-4b391d232b5d-73,"168 Beach St, Coogee NSW 2034, Australia, Coogee, NSW 2034","{""charger_capacities"": 22.0, ""number_of_plugs"": 1, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 1}""}",unmatched,unmatched,,,,,{},accepted,unmatched,,0,,0,,,,,{},0,False,,,no,not_matched,,unmatched,none,,,,,,,{},none,,none,,,not_screened,No accepted external match or no retained web review.,,,
TFNSW-0353,353,"2398 Pacific Hwy, Heatherbrae, 2324","2398 Pacific Highway, Heatherbrae NSW 2324",2324,2324,351,,"2398 Pacific Highway, Heatherbrae NSW 2324",BP,2,DC,75 kW,-32.78334139,151.7370591,Port Stephens Council,2324.0,Existing Fast Chargers,accepted,fuzzy_address_only,1005.9446676932248,0.8878787878787879,79490.0,"2285 Pacific Highway, Heatherbrae, 2324","{""charger_capacities"": ""120 kW"", ""number_of_plugs"": 6.0, ""operator"": ""Tesla (Tesla-only charging)"", ""plug_types"": ""CCS (Type 2)""}",accepted,coordinate_500m,7.1741007440143845,0.0,10647829948.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""BP Pulse"", ""osm_last_updated"": ""2024-06-23"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,7.1741007440143845,0.0,10647829948.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""BP Pulse"", ""osm_last_updated"": ""2024-06-23"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted,OCM;OSM,2,OSM,1,OCM,OCM:79490.0;OSM:10647829948.0,"OCM:2285 Pacific Highway, Heatherbrae, 2324",7.1741007440143845,"{""OCM::charger_capacities"": ""120 kW"", ""OCM::number_of_plugs"": 6.0, ""OCM::operator"": ""Tesla (Tesla-only charging)"", ""OCM::plug_types"": ""CCS (Type 2)"", ""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 2, ""OSM::operator"": ""BP Pulse"", ""OSM::osm_last_updated"": ""2024-06-23"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",9,True,OCM:fuzzy_address_only;OSM:coordinate_500m,OCM: fuzzy_address_only requires manual address verification,yes,pending,,accepted_coordinate_supported,high,OCM;OSM,OCM:fuzzy_address_only;OSM:coordinate_500m,OCM:79490.0;OSM:10647829948.0,"OCM:2285 Pacific Highway, Heatherbrae, 2324",7.1741007440143845,0.8878787878787879,"{""OCM::charger_capacities"": ""120 kW"", ""OCM::number_of_plugs"": 6.0, ""OCM::operator"": ""Tesla (Tesla-only charging)"", ""OCM::plug_types"": ""CCS (Type 2)"", ""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 2, ""OSM::operator"": ""BP Pulse"", ""OSM::osm_last_updated"": ""2024-06-23"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",high,https://ev-charging-stations.com.au/chargers/bp-pulse-2398-pacific-highway-heatherbrae-nsw-2324; https://ev-charging-stations.com.au/chargers/bp-pulse-2398-pacific-highway-heatherbrae-nsw-2324,high,Opened charging page contains an address-level signal.,provisionally negative; do not accept automatically,provisionally_supported,High/medium web evidence retained provisionally.,https://openchargemap.org/site/poi/details/79490,https://www.openstreetmap.org/node/10647829948,
TFNSW-0355,355,"24 Cooper St, Macksville, 2447","24 Cooper Street, Macksville NSW 2447",2447,2447,353,,"24 Cooper Street, Macksville NSW 2447",Evie Networks,4,DC,350 kW,-30.71023028,152.9197698,Nambucca Valley Council,2447.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,29.28781734545679,0.96,190392.0,"24 Cooper St, Ampol Foodary, Macksville, New South Wales, 2447","{""charger_capacities"": ""350 kW"", ""number_of_plugs"": 2.0, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,7.267342318765793,0.0,8505686311.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2026-06-11"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,7.267342318765793,0.0,8505686311.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2026-06-11"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted,OCM;OSM,2,OCM;OSM,2,,OCM:190392.0;OSM:8505686311.0,"OCM:24 Cooper St, Ampol Foodary, Macksville, New South Wales, 2447",7.267342318765793,"{""OCM::charger_capacities"": ""350 kW"", ""OCM::number_of_plugs"": 2.0, ""OCM::operator"": ""Evie"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO"", ""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 4, ""OSM::operator"": ""Evie Networks"", ""OSM::osm_last_updated"": ""2026-06-11"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",9,True,OCM:coordinate_and_fuzzy_address;OSM:coordinate_500m,,no,not_required_for_initial_auto_rule,,accepted_coordinate_supported,high,OCM;OSM,OCM:coordinate_and_fuzzy_address;OSM:coordinate_500m,OCM:190392.0;OSM:8505686311.0,"OCM:24 Cooper St, Ampol Foodary, Macksville, New South Wales, 2447",7.267342318765793,0.96,"{""OCM::charger_capacities"": ""350 kW"", ""OCM::number_of_plugs"": 2.0, ""OCM::operator"": ""Evie"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO"", ""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 4, ""OSM::operator"": ""Evie Networks"", ""OSM::osm_last_updated"": ""2026-06-11"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",high,,local_two_rule_support,Both local matching rules passed; no individual web search was required by the audit plan.,local coordinate and fuzzy-address evidence agree,provisionally_supported,OCM coordinate and fuzzy-address evidence both passed.,https://openchargemap.org/site/poi/details/190392,https://www.openstreetmap.org/node/8505686311,
TFNSW-0358,358,"24 Sallys Corner Rd, Exeter , 2579","24 Sallys Corner Road, Exeter NSW 2579",2579,2579,356,,"24 Sallys Corner Road, Exeter NSW 2579",Tesla,6,DC,250 kW,-34.60929234,150.2297688,Wingecarribee Shire Council,2579.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,8.47935592022839,0.8898305084745763,266620.0,"Sallys Corner Rd, Exeter, New South Wales, 2579","{""charger_capacities"": ""250 kW"", ""number_of_plugs"": 6.0, ""operator"": ""Tesla (Tesla-only charging)"", ""plug_types"": ""CCS (Type 2)""}",accepted,coordinate_500m,6.31871550078631,0.0,10744631135.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 6, ""opening_hours"": ""24/7"", ""operator"": ""Tesla"", ""osm_last_updated"": ""2026-03-29"", ""plug_types"": """"}",accepted,coordinate_500m,482.76338077684426,0.0,9765677232.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 6, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2025-11-22"", ""plug_types"": ""CCS""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted,OCM;OSM,2,OCM;OSM,2,,OCM:266620.0;OSM:9765677232.0,"OCM:Sallys Corner Rd, Exeter, New South Wales, 2579",8.47935592022839,"{""OCM::charger_capacities"": ""250 kW"", ""OCM::number_of_plugs"": 6.0, ""OCM::operator"": ""Tesla (Tesla-only charging)"", ""OCM::plug_types"": ""CCS (Type 2)"", ""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 6, ""OSM::operator"": ""Evie Networks"", ""OSM::osm_last_updated"": ""2025-11-22"", ""OSM::plug_types"": ""CCS""}",9,True,OCM:coordinate_and_fuzzy_address;OSM:coordinate_500m,,no,not_required_for_initial_auto_rule,,accepted_coordinate_supported,high,OCM;OSM,OCM:coordinate_and_fuzzy_address;OSM:coordinate_500m,OCM:266620.0;OSM:9765677232.0,"OCM:Sallys Corner Rd, Exeter, New South Wales, 2579",8.47935592022839,0.8898305084745763,"{""OCM::charger_capacities"": ""250 kW"", ""OCM::number_of_plugs"": 6.0, ""OCM::operator"": ""Tesla (Tesla-only charging)"", ""OCM::plug_types"": ""CCS (Type 2)"", ""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 6, ""OSM::operator"": ""Evie Networks"", ""OSM::osm_last_updated"": ""2025-11-22"", ""OSM::plug_types"": ""CCS""}",high,,local_two_rule_support,Both local matching rules passed; no individual web search was required by the audit plan.,local coordinate and fuzzy-address evidence agree,provisionally_supported,OCM coordinate and fuzzy-address evidence both passed.,https://openchargemap.org/site/poi/details/266620,https://www.openstreetmap.org/node/9765677232,
TFNSW-0359,359,"240 Hillsborough Rd, Warners Bay NSW 2282","240 Hillsborough Road, Warners Bay NSW 2282",2282,2282,357,,"240 Hillsborough Road, Warners Bay NSW 2282",Evie Networks,4,DC,150 kW,-32.96354505,151.6617414,Lake Macquarie City Council,2282.0,ARENA - Driving the Nation,unmatched,unmatched,,,,,{},accepted,coordinate_500m,4.9433686506545556,0.0,11463047965.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2023-12-28"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,unmatched,,0,,0,,,,,{},0,False,,,no,not_matched,,unmatched,none,,,,,,,{},none,,none,,,not_screened,No accepted external match or no retained web review.,,,
TFNSW-0361,361,"241 Waterworth Dr, Mount Annan NSW 2567, Australia","241 Waterworth Drive, Mount Annan NSW 2567",2567,2567,359,,"241 Waterworth Drive, Mount Annan NSW 2567",Viva Energy Australia,4,DC,175 kW,-34.049425,150.7603383,Camden Council,2567.0,Fast Charging R2,unmatched,unmatched,,,,,{},accepted,coordinate_500m,42.561734788781095,0.0,12686156645.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Shell Recharge Solutions"", ""osm_last_updated"": ""2025-03-21"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,42.561734788781095,0.0,12686156645.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Shell Recharge Solutions"", ""osm_last_updated"": ""2025-03-21"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,94.89918508645724,0.3649180327868853,15d06bf5-6b4a-425d-9312-bae4b17cc22b-2087,"11 - 13 Main St, Mount Annan, NSW 2567","{""charger_capacities"": 120.0, ""number_of_plugs"": 4, ""operator"": """", ""plug_types"": ""CCS2"", ""status_counts"": ""{\""Available\"": 4}""}",accepted,coordinate_500m,94.89918508645724,0.3649180327868853,15d06bf5-6b4a-425d-9312-bae4b17cc22b-2087,"11 - 13 Main St, Mount Annan, NSW 2567","{""charger_capacities"": 120.0, ""number_of_plugs"": 4, ""operator"": """", ""plug_types"": ""CCS2"", ""status_counts"": ""{\""Available\"": 4}""}",accepted,accepted,OSM;Charge@Large,2,OSM;Charge@Large,2,,OSM:12686156645.0;Charge@Large:15d06bf5-6b4a-425d-9312-bae4b17cc22b-2087,"Charge@Large:11 - 13 Main St, Mount Annan, NSW 2567",42.561734788781095,"{""Charge@Large::charger_capacities"": 120.0, ""Charge@Large::number_of_plugs"": 4, ""Charge@Large::plug_types"": ""CCS2"", ""Charge@Large::status_counts"": ""{\""Available\"": 4}"", ""OSM::access_condition"": ""Free Access"", ""OSM::operator"": ""Shell Recharge Solutions"", ""OSM::osm_last_updated"": ""2025-03-21"", ""OSM::plug_types"": ""CCS""}",8,True,OSM:coordinate_500m;Charge@Large:coordinate_500m,,no,not_required_for_initial_auto_rule,,accepted_coordinate_supported,high,OSM;Charge@Large,OSM:coordinate_500m;Charge@Large:coordinate_500m,OSM:12686156645.0;Charge@Large:15d06bf5-6b4a-425d-9312-bae4b17cc22b-2087,"Charge@Large:11 - 13 Main St, Mount Annan, NSW 2567",42.561734788781095,0.3649180327868853,"{""Charge@Large::charger_capacities"": 120.0, ""Charge@Large::number_of_plugs"": 4, ""Charge@Large::plug_types"": ""CCS2"", ""Charge@Large::status_counts"": ""{\""Available\"": 4}"", ""OSM::access_condition"": ""Free Access"", ""OSM::operator"": ""Shell Recharge Solutions"", ""OSM::osm_last_updated"": ""2025-03-21"", ""OSM::plug_types"": ""CCS""}",high,https://www.chargeroute.au/chargers/nsw/viva-energy-australia-mount-annan-mount-annan,medium,"Charging evidence exists, but address/page confirmation is incomplete.",web evidence only; same-station identity not automatically proven,provisionally_supported,High/medium web evidence retained provisionally.,,https://www.openstreetmap.org/node/12686156645,https://chargeatlarge.app/
